,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
33225,"Austin gosta de ficar em casa jogando Xbox, PlayStation e em seu computador. Austin gosta de jogar o jogo no mundo.","Austin gosta de ficar em casa jogando Xbox, PlayStation e em seu computador, e o jogo no","Austin gosta de ficar em casa jogando Xbox, PlayStation e no seu computador.",Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,watches TV,assiste TV,Vê televisão,adora jogos de vídeo,afetos aos jogos de vídeo,Gosta de jogos de vídeo.,tinha sentido alívio,sentiram alívio,sentiu alívio,B
33226,Remy dividiu o bolo em partes iguais para garantir que cada um dos convidados recebe uma fatia de tamanho igual.,Remy dividiu a torta em partes iguais para garantir que cada um dos convidados recebe uma fa,Remy dividiu o bolo em partes iguais para garantir que cada um dos convidados recebesse uma fatia do mesmo tamanho.,Como os convidados se sentiriam como resultado?,Como os convidados se sentiriam como resultado?,Como se sentiriam os convidados?,pensativo,ideação,atencioso,egoísta,esclerite,egoísta,Animado com o bolo,excitado para a torta,Estou animado pelo bolo .,C
33227,Tracy conheceu um estranho no trem e os convenceu a ir à sua festa.,Tracy conheceu um estranho no trem e convenceu-os a chegar a seu partido.,Tracy conheceu um estranho no comboio e convenceu-os a vir à festa deles.,Porque é que a Tracy fez isto?,Por que o Tracy fez isso?,Porque é que a Tracy fez isto?,Convidar o estranho,Convidar o estranho,Convide o estranho.,Precisa de uma festa para ir,necessita de uma parte para ir a,precisa de uma festa para ir,Aproxime-se deles,riz án án án án án án án án ,Aproxima-te deles .,C
33228,"Bailey não viu nada fora do lugar na casa, mas havia um ladrão escondido lá.","Bailey não viu nada fora de casa, mas tinha uma ocultação de burglar lá.","A Bailey não viu nada fora de lugar na casa, mas havia um ladrão escondido lá.",Como Bailey se sentiria depois?,Como Bailey se sentiria depois?,Como é que a Bailey se sentiria depois?,observante,observante,observador,inteligente,smart,inteligente,tola,autóctones,louco,C
33229,Jesse deixou para os dispositivos de Kai algumas tarefas para fazer enquanto ela estava fora.,Jesse deixou para os dispositivos Kai algumas tarefas a fazer enquanto estava sendo arraigada.,O Jesse deixou alguns trabalhos para os dispositivos da Kai fazerem enquanto ela estava fora.,O que Jesse vai querer fazer a seguir?,O que Jesse quer fazer em seguida?,O que é que o Jesse vai querer fazer a seguir?,Preguiçosa,preguiça,preguiçoso,habilidosa,Competência,qualificado,obter os suprimentos de limpeza,obter os materiais de limpeza,Arranja os materiais de limpeza .,C
33230,Jan era uma senhora ativa que gosta de jogar no pátio da escola depois da escola. Uma vez eles estavam jogando hopscotch e Jan torceu o tornozelo mal.,"Jan era uma senhora ativa que gostava de jogar jogos no pátio após a escola, uma vez que",Jan era uma senhora ativa que gostava de jogar jogos no pátio da escola depois da escola.,Como você descreveria Jan?,Como descreveria Jan?,Como descreveria o Jan?,Envergonhada pela queda,vergonha pela queda,Envergonhado pela queda.,Não permitido no playground,não permitida no ambiente de brincadeira,Não é permitido no parque infantil,Jovem no coração,jovem no coração,jovem de coração,C
33231,Kai impôs julgamento sobre Tracy na esperança de que Tracy mudasse seus caminhos.,Kai impôs julgamento a Tracy na esperança de que Tracy mudasse seu caminho.,Kai impôs julgamento sobre Tracy na esperança de que Tracy mudasse seus caminhos.,Por que Kai fez isso?,Por que o Kai fez isso?,Porque é que o Kai fez isto?,ser útil,ser útil,ser útil,purificar Tracy,Purify Tracy,Purificar Tracy.,controle Tracy,Control Tracy,Controle Tracy,A
33232,Alex fez uma brincadeira com seus amigos e seus amigos pensaram que era engraçado.,Alex jogou uma brincadeira nos amigos e seus amigos achavam que era divertido.,O Alex fez uma partida aos amigos e os amigos acharam graça.,O que acontecerá com os outros?,O que acontecerá com os outros?,O que acontecerá aos Outros?,Rir da brincadeira,risos no peito,Rindo da brincadeira,Pergunte sobre a brincadeira,pergunte sobre o prank,Pergunta sobre a brincadeira.,Diga-lhes a brincadeira que eles vão jogar sobre eles,conta-lhes o praquê que eles estão jogando sobre eles,Diz-lhes a partida que vão fazer com eles.,A
33233,"Jesse pediu a mão de Sasha em casamento, mas ela disse que não.","Jesse pediu a mão de Sasha no casamento, mas ela disse não.","O Jesse pediu a mão da Sasha em casamento, mas ela disse que não.",Como Jesse se sentiria depois?,Como Jesse se sentiria depois?,Como se sentiria o Jesse depois?,um go getter,uma melhor forma de se obter,um go getter,excitado,excitação,excitado,Perturbado,tonturas,desanimado,C
33234,"Riley tinha muitas pessoas pedindo-lhes para fazer as coisas no próximo fim de semana, comprar apenas Skylar estava interessado nas mesmas atividades, então Riley fez planos com Skylar.","Riley tinha muitas pessoas pedindo para fazer as coisas no final de semana, comprava apenas o","A Riley tinha muitas pessoas a pedirem-lhes para fazerem coisas no próximo fim de semana, mas a Skylar estava interessada nas mesmas atividades, por isso a Riley fez planos com a Skylar.",O que vai acontecer com Riley?,O que acontecerá com Riley?,O que vai acontecer ao Riley?,ser punido,ser punido,ser punido,Divirtam-se juntos,Apareçam juntos,Diverte-te juntos.,ser satisfeito,estar satisfeito,estar satisfeito,B
33235,"No final de seu primeiro encontro, Cameron deu a Alex um bique na bochecha.","Ao final de sua primeira data, Cameron deu a mão de Alex na bochecha.","No final do primeiro encontro, Cameron beijou Alex na bochecha.",Como Alex se sentiria como resultado?,Como o Alex sentiria como resultado?,Como Alex se sentiria?,melancolia,melancolia,melancolia,feltro,merry,- Alegria.,estoico,riz,estóico,B
33236,"Alex levou Cameron para ver a exposição Cameron estava morrendo de vontade de ver. Depois, Alex surpreendeu Cameron com um jantar romântico no restaurante favorito de Cameron.","Alex levou Cameron a ver a exposição que Cameron estava morrendo para ver, depois, Alex surpreendeu Cameron","Depois, Alex surpreendeu Cameron com um jantar romântico no restaurante favorito de Cameron.",Como Cameron se sentiria como resultado?,Como senti-lo-ia em consequência?,Como se sentiria Cameron?,satisfeito com os planos Alex configurar,satisfeito com os planos Alex set up,Estou satisfeito com os planos que o Alex fez.,Alex frustrado não os conhece,frustrado Alex não sabe,- Frescado. O Alex não os conhece.,irritada Alex fez tudo sobre eles,irritado Alex fez com que tudo lhes fizesse,O Alex irritou-se e fez tudo com eles .,A
33237,O carro do Remy foi roubado e ele teve que ir para o trabalho um dia.,O carro de Remy foi roubado e teve que andar para trabalhar um dia.,O carro do Remy foi roubado e ele teve de ir a pé para o trabalho um dia.,Por que Remy fez isso?,Por que a Remy fez isso?,Porque é que o Remy fez isto?,Compre um carro novo,obter um novo carro,comprar um carro novo,chegar ao trabalho,chegar a trabalhar,Vamos trabalhar.,Arranja um carro,án,Arranja um carro.,B
33238,Então não deu problemas para sua mãe depois que ela passou a bunda dele.,Não deu dificuldade para a mãe depois de ter passado o bólote.,Depois não deu problemas à mãe depois de ela gastar o rabo dele.,O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,Bater na mãe dele,Arraste a mãe,Batia na mãe dele.,Fugitivo,Runaway,Fugitivo,Sente-se no tempo limite,Sit in timeout,Sente-se no timeout.,C
33239,O marido de Aubrey pediu o divórcio e desde então ela se deixou ir.,"O marido de Aubrey pronunciou divórcio e, desde então, deixou-se ir",O marido da Aubrey pediu o divórcio e desde então ela deixou-se ir.,Como você descreveria Aubrey?,Como descreveria Aubrey?,Como descreveria o Aubrey?,muito solitário,Muito solitário,muito solitário,Rejeitado,rejeição,rejeitado,Devastado,Desvastated,Devastado .,C
33240,Kendall estava andando de bicicleta na rua às 7 da manhã de segunda-feira.,Kendall estava andando sua bicicleta na rua às 7h de manhã.,Kendall estava a andar de bicicleta na rua às 7 da manhã de segunda-feira.,Porque é que o Kendall fez isto?,Por que o Kendall fez isso?,Porque é que a Kendall fez isto?,ir para o trabalho,ir trabalhar,Vai trabalhar.,necessário para pegar os papéis para a sua rota de papel,necessário para a captação dos artigos para a sua rota de papel,precisavam de ir buscar os papéis para a rota de papel.,Necessário para aprender a andar de bicicleta,necessidade de aprender a andar uma bicicleta,Precisava de aprender a andar de bicicleta.,A
33241,Bailey tomou o destino em suas próprias mãos e se candidatou para o trabalho que ela sempre quis.,Bailey fez o destino das mãos e aplicou o trabalho que sempre queria.,A Bailey levou o destino nas suas próprias mãos e candidatou-se ao emprego que sempre quis.,O que Bailey vai querer fazer a seguir?,O que queremos por Bailey?,O que vai querer fazer a Bailey a seguir?,Declinar a posição,declínio da posição,Recusar a posição,Evite ser entrevistado,evitar ser entrevistado,evitar ser entrevistado,Obter uma entrevista,obter uma entrevista,- Para uma entrevista .,C
33242,"Aubrey acreditava que eles iriam liderar o grupo. No entanto, houve um mal-entendido e ela estava errada.","Aubrey acreditava que conduziria o grupo, porém houve um entendimento equivocado e","A Aubrey acreditava que eles dirijam o grupo, mas houve um mal-entendido e ela estava errada.",O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,Discutir com os outros,argumentar com os outros,Discutir com os outros,Descubra o que aconteceu,Encontrar o que aconteceu,Descubra o que aconteceu.,encolher em resposta,riz,Encostou de ombros em resposta.,B
33243,Carson mandou-os para a luta depois de lhes ensinar tudo o que sabia.,Carson os enviou para a luta depois de ensiná-los tudo o que sabia.,O Carson mandou-os para a luta depois de lhes ter ensinado tudo o que sabia.,Como você descreveria Carson?,Como descreveria Carson?,Como descreveria o Carson?,Preguiçosa,preguiça,preguiçoso,útil,,útil,Como guerreiros capazes,como os guerreiros capazes,Como guerreiros capazes,B
33244,Jesse construiu uma casa na árvore no quintal de Addison depois de chegar em casa da escola.,Jesse construiu uma casa de vegetação no pátio traseiro de Addison após chegar a casa da escola,O Jesse construiu uma casa na árvore no quintal de Addison depois de chegar a casa da escola.,O que Addison vai querer fazer a seguir?,O que queremos com Addison?,O que é que a Addison vai querer fazer a seguir?,Decore a casa,decorar a casa,Decorar a casa,Tenha um plano para construir uma casa na árvore,ter um plano de construção de uma casa de vegetação,ter um plano para construir uma casa na árvore,desmantelar a casa,desmantela a casa,Desmontar a casa.,A
33245,Addison encontrou uma longa lista de compras de supermercado para a viagem de supermercado de Aubrey.,Addison encontrou uma lista de compras de mercarias longas para a viagem de A,A Addison encontrou uma longa lista de compras para a viagem de compras da Aubrey.,O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,Gastar muito dinheiro,gastar muito dinheiro,gastar muito dinheiro,ir às compras de supermercado,go grocery Compras,ir às compras,Faça sua própria lista,fazer a sua própria lista,Façam a sua própria lista,B
33246,Riley teve problemas de raiva e foi ao aconselhamento para obter ajuda.,Riley tinha cólera e procurou aconselhamento para conseguir ajuda.,A Riley tinha problemas de raiva e foi a um psicólogo para pedir ajuda.,Como Riley se sentiria depois?,Como se sentiria Riley depois?,Como é que a Riley se sentiria depois?,raivoso,irritação,irritado,esperançoso depois, Espero após,Esperançoso depois.,Desequilibrado,desequilíbrio,desequilibrado,B
33247,"Depois de ouvir os maus conselhos de investimento de um amigo, Jesse perdeu cada centavo.","Depois de ouvir os maus investimentos de um amigo, Jesse perdeu todos os centréis.","Depois de ouvir um mau conselho de investimento de um amigo, Jesse perdeu todo o centavo.",O que vai acontecer com Jesse?,O que vai acontecer com Jesse?,O que vai acontecer ao Jesse?,Arrependa-se de não investir mais,arrependido de não investir mais,Arrependo-me de não ter investido mais.,presciente,presciente,prescient,Tem menos dinheiro para gastar,têm menos dinheiro para gastar,ter menos dinheiro para gastar,C
33248,Kendall seguiu o conselho dos médicos e se recuperou rapidamente.,Kendall seguiu os conselhos médicos e recuperou rapidamente.,Kendall seguiu o conselho dos médicos e se recuperou rapidamente.,Como você descreveria Kendall?,Como descrever Kendall?,Como descreveria a Kendall?,obediente,obediente,obediente,Voltar ao normal,volta ao normal,volta ao normal,bom para ter sua condição fixa,bom por ter a sua condição fixada,É bom ter a condição corrigida.,A
33249,Aubrey viu o amigo de Kai quando eles foram para a loja.,Aubrey viu o amigo do Kai quando saiu para a loja.,A Aubrey viu o amigo do Kai quando foram à loja.,Como Kai se sentiria como resultado?,Como o Kai sentiria como resultado?,Como é que o Kai se sentiria?,Evitá-los,Evite- as,Evita-os,Seja amigável,ser amigo,ser amigável,Acalme-se,calm,Calma .,B
33250,Robin deixou os amigos de Bailey experimentarem sua Nintendo para que todos pudessem jogar o novo jogo.,Robin deixar que os amigos de Bailey tentem o jogo para que todos possam jogar o novo jogo,A Robin deixou os amigos da Bailey experimentarem a Nintendo para que todos pudessem jogar o novo jogo.,Porque é que a Robin fez isto?,Por que Robin fez isso?,Porque é que a Robin fez isto?,pedir Bailey para seu Nintendo de volta,Pedido de Bailey para a sua Nintendo,Peça à Bailey que lhe devolva a Nintendo .,Seja amigável com todos,ser amigável para todos,ser amigável com todos,jogar os jogos juntos,jogar os jogos juntos,Jogar juntos.,B
33251,Alex levou a filha de Sasha para a loja para que eles pudessem comprar roupas novas da escola.,Alex levou a filha de Sasha para a loja para que pudessem comprar novas roupas escolares.,Alex levou a filha de Sasha à loja para que pudessem comprar roupas escolares novas.,O que Alex precisa fazer antes disso?,O que é necessário para Alex antes disso?,O que é que a Alex precisa de fazer antes disto?,Deixe a filha de Sasha,desmaiar a filha de Sasha,Devolve a filha do Sasha.,Pegar a filha de Sasha,colhida filha de Sasha,"- Não, não.",depósito em dinheiro,depósito de dinheiro,dinheiro de depósito,B
33252,"Os rebeldes incendiaram uma aldeia e assassinaram, então Addison executou cada um deles.","As revoltas queimaram uma vila e assassinaram, então Addison executou todos os últimos","Os rebeldes tinham queimado uma aldeia e assassinado, por isso Addison executou todos até ao último deles.",O que é que a Addison precisa de fazer antes disso?,O que é necessário para Addison?,O que é que a Addison precisa de fazer antes disto?,Pegar os rebeldes,captura as revoltas,Apanhem os rebeldes.,Ignorar os rebeldes,ignorar as revoltas,Ignora os rebeldes.,Um edital contra os futuros rebeldes,ajuiza o julgamento contra as rebeliões futuras,E emitiu um decreto contra os futuros rebeldes.,A
33253,Sydney projetou edifícios para fazer e todos adoraram seu trabalho.,Sydney desenhou edifícios para fazer e todos adoraram seu trabalho.,A Sydney desenhava edifícios para construir e toda a gente adorava o seu trabalho.,Como se sentiria Sydney depois?,Como senti-lo-ia depois?,Como é que a Sydney se sentiria depois?,um arquiteto popular,um arquiteto popular,Um arquiteto popular,Um arquiteto talentoso,um arquiteto talentoso,Um arquiteto talentoso.,Como um trabalhador,como um trabalhador duro,Como um trabalhador duro,B
33254,O Jordan pôs os olhos em Ash. Eles queriam namorar Ash.,Jordan colocou os olhos em Ash e eles queriam até hoje Ash.,A Jordan viu o Ash e eles queriam sair com ele.,O que Ash vai querer fazer a seguir?,O que queremos por Ash?,O que é que o Ash vai querer fazer a seguir?,Apenas fale com Ash,só fale com Ash,Fala com o Ash.,pedir Ash para sair em uma data,Pergunte a Ash out numa data,Peça ao Ash para sair.,Pergunte pelo seu nome,Pedidos de nome,Pergunte-lhes o nome.,C
33255,Cameron comprou um novo liquidificador na loja e o trouxe para casa.,Cameron comprou uma nova mistura na loja e trouxe para casa.,A Cameron comprou um liquidificador novo na loja e levou-o para casa.,O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,mostrar o liquidificador aos outros,mostre o blender para outros,Mostre o liquidificador aos outros,passeio em um carro,< 1/ 10/ 001,andar de carro,comprar uma cesta de presente,compra de uma cesta de presente,comprar um cesto de presentes,A
33256,Carson levou o carro de Tracy para a faculdade para ela em uma longa viagem.,Carson levou o carro de Tracy para o ensino superior para ele em uma longa viagem.,O Carson levou o carro da Tracy para a faculdade para ela numa longa viagem.,Como Tracy se sentiria como resultado?,Como o Tracy sentiria como resultado?,Como se sentiria Tracy?,raivoso,irritação,irritado,louco,ic,louco,feliz,feliz,feliz,B
33257,"Alex é um parceiro de Jordan, e Alex está trazendo um pouco de chá que eles fizeram antes de seu assento.","Alex é sócio da Jordânia, e Alex está trazendo algum chá que fizeram antes de sua sede.","Alex é parceiro da Jordan, e Alex está a trazer chá que fizeram antes para o lugar deles.",O que vai acontecer com a Jordânia?,O que acontecerá com a Jordânia?,O que vai acontecer ao Jordan?,uma cebola,uma cebola,uma cebola,Beba o chá,beber o chá,Beba o chá.,Agradecimentos da Jordânia,ser obrigado pela Jordânia,ser agradecido pela Jordan,B
33258,"Quinn conhecia Lee bem, mas queria se tornar mais do que amigos.","Quinn conhecia bem Lee, mas queria se tornar mais do que amigos.","Quinn conhecia bem o Lee, mas queria ser mais do que amigos.",O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,Peça a Lee para ser amigo,Pedir a Lee para ser amigo,Peça ao Lee para sermos amigos.,Peça a Lee para sair em um encontro,Pergunte Lee em data,Convida o Lee para sair.,Ignorar Lee,ignorar Lee,Ignora o Lee.,B
33259,Robin encontrou a arma no beco e colocou a arma de volta onde foi encontrada.,Robin encontrou a arma no alleyway e colocou a arma de volta onde foi encontrada.,A Robin encontrou a arma no beco e pôs-na de volta onde foi encontrada.,O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,Caminhada no beco,caminhada no alleyway,Andar no beco,Pegue a arma e mostre aos seus amigos,apanhar a arma e mostrar os seus amigos,Levem a arma e mostrem aos amigos.,Informe a polícia sobre a arma encontrada,conta-se a polícia sobre a arma de fogo encontrada,Diga à polícia sobre a arma encontrada.,C
33260,"A Riley ficou noiva mais cedo naquela noite, quando chegou a casa, a Riley mostrou o anel aos pais.","Riley se envolveu antes daquela noite, quando chegou a casa Riley mostrou o anel para os","Quando chegou a casa, a Riley mostrou o anel aos pais.",Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Desiludido,decepção,Desiludido.,Perturbado,tonturas,desanimado,feliz,feliz,feliz,C
33261,"Remy deu o presente para a data, mas a data não parecia impressionada.","Remy deu o presente para a data, mas a data não pareceu impressionada.","O Remy deu o presente ao par, mas o par não pareceu impressionado.",O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Amado,amado,Amado,Tente fazer uma segunda impressão melhor,tentar fazer uma segunda impressão melhor,Tente fazer uma segunda impressão melhor.,Nervosamente examinar sua garganta,examinar nervosamente a sua garganta,Examinem nervosamente a garganta,B
33262,A Addison pediu água e o Remy deu um copo à Addison para beber.,Addison pediu água. Remy deu vidro para beber.,A Addison pediu água e o Remy deu-lhe um copo.,Como você descreveria Remy?,Como descreveria a Remy?,Como descreveria o Remy?,um amigo descuidado,um amigo descuido,Nem um amigo negligente.,ing para ser útil,án,Ajuda,mesquinho com recursos,stingy com recursos,avaricioso com recursos,B
33263,Austin considerou Bailey como um dos tripulantes depois de muitos anos.,Austin considerou Bailey como uma das tripulações após muitos anos.,Austin considerava Bailey como um dos membros da tripulação depois de muitos anos.,Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,Nenhum dos tripulantes,não uma das tripulações,Não é um membro da tripulação.,Um mau amigo,um mau amigo,Um mau amigo.,um bom amigo,um bom amigo,Um bom amigo.,C
33264,Remy fez uma grande diferença ao se voluntariar para servir o almoço no abrigo de sem-teto.,Remy fez uma enorme diferença ao se dedicar ao almoço na casa de rua.,O Remy fez uma grande diferença ao oferecer-se para servir almoço no abrigo para sem-abrigo.,Por que Remy fez isso?,Por que a Remy fez isso?,Porque é que o Remy fez isto?,Devolver à sua comunidade,retribuir à sua colectividade,devolver à sua comunidade,obter alguns pontos brownie,obter alguns pontos de desfalecimento,- Não .,Leve comida do abrigo,Tomar alimentos do abrigo,Leva comida do abrigo.,A
33265,Bailey deixou uma marca no chão perto da árvore na floresta.,Bailey fez uma marca no solo pela árvore na floresta.,Bailey fez uma marca no chão junto à árvore na floresta.,Porque é que a Bailey fez isto?,Por que Bailey fez isso?,Porque é que a Bailey fez isto?,Veja a marca da próxima vez,ver a marca na próxima vez,Veja a marca da próxima vez.,Lembre-se onde está a marca,Lembre- se de onde a marca é,Lembra-te onde está a marca.,Mantenha o controle da árvore certa,manter a árvore correcta,Fique de olho na árvore certa.,C
33266,Ash tentou encontrar Addison depois que Addison nunca voltou da escola.,Ash tentou encontrar Addison depois de Addison nunca chegar para casa da escola.,Ash tentou encontrar a Addison depois de ela nunca ter voltado da escola.,O que Ash precisa fazer antes disso?,O que é necessário para Ash antes disso?,O que é que o Ash precisa de fazer antes disto?,Esquecer Addison,Esquecimento de Addison,Esquece a Addison.,Tire umas férias,tirar férias,tirar férias,Ligue para a escola de Addison,chama escola de Addison,Liga para a escola da Addison.,C
33267,"Bailey começou um negócio de venda de bens roubados, e ela atraiu várias perguntas, oferecendo ingressos de shows esgotados.","bailey iniciou um negócio de venda de mercadorias roubadas, e atraiu vários questionamentos por meio","A Bailey começou um negócio de vender mercadorias roubadas, e atraiu várias perguntas oferecendo bilhetes esgotados para concertos.",O que acontecerá com os outros?,O que acontecerá com os outros?,O que acontecerá aos Outros?,Assediar o bailey sobre os bilhetes,baile de assédio,Assustar a Bailey por causa dos bilhetes.,Vire o bailey para a polícia,bailey para a polícia,Entrega a Bailey à polícia.,Ir para a cadeia,ir ao cárcere,Ir para a prisão.,A
33268,Alex comprou o telefone do Carson na loja para que ele tivesse fácil contato com ele.,Alex comprou o telefone de Carson na loja para que tivesse contato fácil com ele.,Alex comprou o telefone do Carson na loja para que ele pudesse ter contato fácil com ele.,O que Alex precisa fazer antes disso?,O que é necessário para Alex antes disso?,O que é que a Alex precisa de fazer antes disto?,Dê ao Carson o telefone,dê a Carson o telefone,Dá o telefone ao Carson .,Teria que ter muito dinheiro,seria preciso ter muita verbas,Precisaria de muito dinheiro.,enviar mensagens de texto Carson,enviar mensagens de texto de Carson,Enviar mensagens de texto para Carson,B
33269,Tracy ficou muito desconfortável quando Kai impôs sua vontade a Tracy.,"Tracy foi muito desconfortável, pois Kai lhe impôs vontade.",A Tracy sentiu-se muito desconfortável quando a Kai impôs a sua vontade à Tracy.,O que vai acontecer com o Kai?,O que vai acontecer com Kai?,O que vai acontecer ao Kai?,Ignorar o pedido de Kai,ignorar o pedido do Kai,Ignora o pedido do Kai.,Não pare de tentar impor-se a Tracy,Não deixe de tentar impor-se a Tracy,Não pararam de tentar impor-se à Tracy.,começar de volta para fora vendo Tracy sendo muito chateado,"começar a ver Tracy, ficando muito preocupado",Começar a ver a Tracy muito chateada.,B
33270,Kai comprou uma grande quantidade de madeira para passar o inverno.,Kai comprou grande quantidade de madeira para chegar ao inverno.,Kai comprou uma grande quantidade de madeira para passar o inverno.,Por que Kai fez isso?,Por que o Kai fez isso?,Porque é que o Kai fez isto?,Use a nova lareira,utilizar a nova arma de fogo,Use a nova lareira,Porque seu espaço de armazenamento era limitado,Como o seu espaço de armazenamento foi limitado,Porque o espaço de armazenamento deles era limitado.,Cortar a madeira,sêmola de madeira,Cortar a madeira,A
33271,Tracy tirou o lixo e começou a limpar a cozinha.,Tracy retirou o lixo e depois passou a limpar a cozinha.,Tracy levou o lixo e começou a limpar a cozinha.,O que Tracy vai querer fazer a seguir?,O que queremos agora por Tracy?,O que é que a Tracy vai querer fazer a seguir?,Limpe a cozinha,limpeza da cozinha,limpar a cozinha,tem convidados,ter convidados,- Tenho convidados.,Peça-lhes para limpar,Peças para as mesmas limparem,Peça-lhes para limparem,B
33272,Sasha estava fazendo um jantar e convidou muitos convidados. A filha de Kai precisava usar o banheiro.,"Sasha estava tendo uma festa de jantar e havia convidado muito os convidados, a filha Kai teve",Sasha estava a dar uma festa e tinha convidado muitos convidados.,O que vai acontecer com Sasha?,O que acontecerá com Sasha?,O que vai acontecer com o Sasha?,Voltar para a festa,volte a fazer a festa,Volte para a festa.,esperar dentro do banheiro,aguardar dentro do banheiro,Espera lá dentro .,Tente encontrar um banheiro para a filha,tentar encontrar um banheiro para a filha,Tente encontrar um banheiro para a filha.,C
33273,Cameron decidiu virar uma moeda para decidir quem vai ganhar o novo carro.,Cameron decidiu lançar uma moeda para decidir quem vencerá o novo carro.,Cameron decidiu jogar uma moeda para decidir quem ganhará o carro novo.,O que Cameron vai querer fazer a seguir?,O que queremos por Cameron?,O que é que a Cameron vai querer fazer a seguir?,encontrar uma boa superfície plana,encontrar uma boa superfície plana,encontrar uma boa superfície plana,Dê a moeda a um amigo,Dê a moeda a um amigo,Dê a moeda a um amigo,Coloque a moeda no bolso,coloque a moeda no seu bolso,Coloca a moeda no bolso deles.,A
33274,skylar discutiu o guia de estudo em termos que todos pudessem entender para que pudessem fazer bem.,skylar discutiu o guia de estudo em termos de que todos poderiam entender para que,Skylar discutiu o guia de estudo em termos que todos pudessem entender para que pudessem fazer bem.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Ignorar o guia de estudo,ignorar o guia de estudo,Ignorar o guia de estudo,fazer mal,Pouco frequentes,Faça mal,Use o guia do estudo,utilizar o guia de estudo,usar o guia de estudo,C
33275,Kai leu outra crítica dura sobre seu livro.,Kai leu outra revisão brusca sobre seu livro.,O Kai leu outra crítica dura sobre o livro deles.,O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,Veja as opiniões honestas das pessoas,ver opiniões honestas das pessoas,ver as opiniões honestas das pessoas,Publicar seu livro,publicar o livro,Publicam o livro deles.,leia todos os seus comentários,leia todas as suas revisões,Leia todas as suas críticas.,B
33276,"Remy roubou a carteira de Aubrey, mas se arrependeu e devolveu.","Remy rourou a carteira de Aubrey, mas arrependeu e devolveu","O Remy roubou a carteira do Aubrey, mas arrependeu-se e devolveu-a.",Como Aubrey se sentiria como resultado?,Como sentiria Aubrey como resultado?,Como se sentiria o Aubrey?,Terrível.,péssimo,Terrível.,raivoso,irritação,irritado,com fome,débito,Fome,B
33277,"Casey não tinha dinheiro para gastar, mas decidiu comprar roupas novas de qualquer maneira.","Casey não tinha dinheiro para gastar, mas decidiu comprar novas roupas.","Casey não tinha dinheiro para gastar, mas decidiu comprar roupas novas.",O que ela vai querer fazer a seguir?,O que ela quer fazer a seguir?,O que ela vai querer fazer a seguir?,Tente obter uma promoção,tentar obter uma promoção,Tente obter uma promoção .,Ignorar as contas,ignorar os projetos de lei,Ignora as contas.,Trabalhar mais horas,trabalhar mais horas,Trabalhar mais horas,C
33278,Addison foi para a pista e correu 5 milhas antes de voltar para o carro e dirigir para casa.,O adison foi para a pista e caminhou 5 milhas antes de voltar ao carro e,A Addison foi à pista e correu 8 km antes de voltar para o carro e conduzir para casa.,O que é que a Addison precisa de fazer antes disso?,O que é necessário para Addison?,O que é que a Addison precisa de fazer antes disto?,Não vá para a pista,Não ir à pista,Não ir para a pista,esticar seus músculos,alongar os músculos,Estirar os músculos,Não esticar os músculos,não alongar os músculos,Não esticar os músculos,B
33279,"Austin estava tendo problemas com a roda de seu automóvel, então reinventou a roda.","Austin estava tendo problemas com a roda de seu automóvel, assim reinventou a roda.","Austin estava tendo problemas com a roda do seu automóvel, por isso reinventou a roda.",Por que Austin fez isso?,Por que o Austin?,Porque é que o Austin fez isto?,Compre um carro novo,obter um novo carro,comprar um carro novo,Pare de ter problemas,parar de ter problemas,para de ter problemas,comprar rodas novas,compra de novas rodas,comprar rodas novas,B
33280,Taylor ficou depois da escola para estudar para um grande teste que estava chegando amanhã.,Taylor permaneceu após a escola para estudar um grande teste que estava chegando a amanhã.,A Taylor ficou depois da escola para estudar para um grande teste que vinha amanhã.,Por que Taylor fez isso?,Por que Taylor fez isso?,Porque é que a Taylor fez isto?,Vá para casa e descanse um pouco,ir para casa e ficar com um pouco de repouso,Vai para casa e descansa um pouco .,obter uma boa nota,obter um bom grau,Obter uma boa nota,Trapaça no teste,cheat no teste,fazer batota no teste,B
