,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
28692,"Depois de tentar pantomimar a história, Jan colocou sua história em palavras.",Depois de tentar pantomimar a história Jan coloque a história em palavras.,"Depois de tentar fazer uma pantomima da história, Jan colocou a história em palavras.",O que Jan precisa fazer antes disso?,O que é necessário para Jan antes disso?,O que é que a Jan precisa de fazer antes disto?,Rir sobre isso,risos a respeito dela,Rindo com isso.,Explique a história completamente,explicam completamente a história,Explique a história completamente.,Fuja do problema,EMEA 2004,fugir do problema,B
28693,Austin empurrou Kendall e Tom para a guerra.,Austin derrubou o Quênia e tomou guerra.,O Austin levou o Kendall e o Tom à guerra.,Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,um encrenqueiro,um responsável,um agitador,Irritado em Austin,Angry at Austin,Furioso com o Austin,um pacificador,um responsável pela paz,um pacificador,A
28694,Tracy deu a Remy uma expressão de felicidade depois que Remy contou uma piada engraçada.,Tracy deu a Remy uma expressão de felicidade depois de Remy contar uma brincadeira divertida.,Tracy deu a Remy uma expressão de felicidade depois que Remy contou uma piada engraçada.,O que vai acontecer com Tracy?,O que vai acontecer com Tracy?,O que vai acontecer à Tracy?,Desaprovar a piada,desaprovação da piada,Desaprova a piada.,Rir da piada,rir na piada,Rindo da piada,Conte uma piada ruim,conta uma piada ruim,Conta uma piada má.,B
28695,Kai acompanhou o progresso do aluno de perto para se certificar de que eles estão aprendendo.,Kai acompanhou o progresso do aluno de forma estreita para garantir que está aprendendo.,Kai acompanhava de perto o progresso do aluno para ter certeza de que ele estava aprendendo.,O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,Veja se o conhecimento dos alunos melhorou,ver se os seus alunos melhoraram o conhecimento,ver se os conhecimentos dos seus alunos melhoraram,Ser professor,ser docente,ensinar,Pense em aprender bem,pensar bem o aprendizado,pensar em aprender bem,B
28696,Alex deu ao filho de Lee tanto amor quanto as outras crianças.,Alex deu ao filho de Lee tanto amor quanto aos outros filhos.,Alex deu ao filho do Lee tanto amor quanto as outras crianças.,O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,Tente manter todos separados para que eles não se acostumem um ao outro,tentar manter todos separados para que eles não se acostumem com o outro,Tente manter todos separados para que não se acostumem muito um com o outro.,estar aberto para discutir quaisquer problemas que o filho de Lee possa ter,estar aberto para discutir quaisquer problemas que o filho de Lee possa ter,estar aberto a discutir quaisquer problemas que o filho do Lee possa ter.,escolher o filho de Lee e fazer um exemplo dele na frente das outras crianças,pegar o filho de Lee e fazer um exemplo dele em frente às outras crianças,Escolher o filho do Lee e fazer dele um exemplo à frente dos outros miúdos.,B
28697,A Addison levou-o há uns minutos e conseguiu uma boa pontuação por causa da inteligência.,Addison levou alguns minutos atrás e obteve um escore bom devido aos inteligentes.,A Addison fez isso há uns minutos e teve uma boa pontuação por causa da inteligência.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Preguiçosa,preguiça,preguiçoso,habilidosa,Competência,qualificado,Leve-o de novo,re- tome- a,Repete .,C
28698,"Ash agarrou a cabeça de Carson e moveu-a rapidamente, assim como a bola voou e por pouco perdeu-os.",Ash agarrou a cabeça de Carson e o moveu rapidamente como a bola des,"Ash agarrou a cabeça do Carson e moveu-a rapidamente, assim que a bola passou e quase os perdeu.",O que Carson fará a seguir?,O que o Carson fará a seguir?,O que é que o Carson vai fazer a seguir?,critique Ash,Criticize Ash,criticar Ash,Obrigado Ash,Agradecer a Ash,Obrigado Ash.,Conversar com os outros,conversar com os outros,falar com os outros,B
28699,O Casey cortou o cabelo do Quinn porque querem poupar dinheiro.,Casey corta os cabelos de Quinn porque querem poupar dinheiro.,O Casey cortou o cabelo do Quinn porque querem poupar dinheiro.,O que vai acontecer com Casey?,O que acontecerá com Casey?,O que vai acontecer ao Casey?,Satisfeitos consigo mesmos,satisfeitos com eles,"satisfeitos com as suas próprias vidas,",Tenha um corte de cabelo ruim,ter um desfoco de cabelo ruim,ter um mau corte de cabelo,desperdício de tempo,tempo de resíduos,tempo perdido,A
28700,"Austin estava cancelando o trabalho, mas seu chefe Cameron disse que ele tinha que entrar, mudando os planos de Austin.","Austin estava chamando o trabalho, mas seu chefe Cameron disse que tinha que entrar, alterando os","O Austin estava a cancelar o trabalho, mas o chefe dele, Cameron, disse que tinha de vir, mudar os planos do Austin.",Como se sentiria Austin como resultado?,Como seria que Austin sentisse como resultado?,Como se sentiria Austin?,Refrescado,Refrescado,Refrescado,um sem bobagem chefe,bossa,"Não é uma tolice, chefe.",Irritado,Angry,- Furioso .,C
28701,"Lee estava voltando de trás no jogo de basquete, e agora Lee tinha o tigre na cauda.","Lee voltava de trás no jogo de basquete, e agora Lee tinha o tigre na cauda.","O Lee estava a voltar por trás no jogo de basquetebol, e agora o Lee tinha o tigre pelo rabo.",O que Lee precisa fazer antes disso?,O que Lee precisa fazer antes disso?,O que é que o Lee precisa de fazer antes disto?,jogar basquetebol,jogar basquete,jogar basquetebol,Ganhar um tigre,aumento de um touro,Ganha um tigre.,ganhar o jogo,ganhar o jogo,Ganha o jogo.,A
28702,Carson guardou um lugar para Bailey ao lado de seu assento no cinema.,Carson salvou uma cadeira para Bailey logo ao lado de sua cadeira nos filmes.,Carson reservou um lugar para a Bailey ao lado do lugar deles no cinema.,O que Bailey vai querer fazer a seguir?,O que queremos por Bailey?,O que vai querer fazer a Bailey a seguir?,Sente-se ao lado de Carson,Sentar- se próximo de Carson,Senta-te ao lado do Carson .,Escolha seu próprio assento,Pegue no seu próprio banco,escolherem o seu próprio lugar,Compre um bilhete de filme,Compra de um bilhete de cinema,Compra bilhetes para o cinema.,A
28703,Alex recebeu um cheque de um governo depois de apresentar todos os seus impostos para o ano anterior.,Alex recebeu uma verificação de um governo após o depósito de todos os seus tributos para o ano,Alex recebeu um cheque do governo depois de registrar todos os impostos do ano anterior.,O que vai acontecer com Alex?,O que acontecerá com Alex?,O que vai acontecer com o Alex?,arquivar seus impostos,arquivamento dos impostos,- Não.,ficar rico,enriquecer,tornar-se rico,ficar excitado,excitar- se,- Não .,C
28704,Taylor despertou o desejo dos homens e os outros não gostavam de estar perto dela devido ao ciúme.,Taylor agitou o desejo do homem e os demais não gostaram de estar ao seu redor,Taylor despertou o desejo dos homens e os outros não gostavam de estar perto dela devido ao ciúme.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,continuar agindo flerte,riz,Continua a fazer-te de namorisco.,ter lições a seguir,"a seguir,",Leccionar a seguir.,sair em seguida,folha seguinte,Saiam daqui a pouco .,C
28705,"O Alex disse algo por raiva, mas depois o Alex levou-o de volta.","Alex disse algo de raiva, mas depois Alex retomou.","A Alex disse algo de raiva, mas depois a Alex tirou-a.",O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,Peça perdão,Pedido de perdão,Peça perdão .,Acalme-se,calmo,Acalma-te .,Fuja,Corrida,Foge.,A
28706,Quinn terminou a amizade. O agravamento e o custo haviam se passado por muito tempo.,"Quinn encerrou a amizade, o agravamento e o custo foram muito longos.","Quinn acabou a amizade, a agitação e o custo duraram muito tempo.",O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,Esqueça a amizade,esquecimento sobre a amizade,Esquece a amizade.,seguir em frente,-,Continuem .,Encontre novos amigos,encontrar novos amigos,encontrar novos amigos,C
28707,O Kendall deixou cair o telemóvel na calçada.,Kendall deixou o telefone no chão e Kendall o fez imediatamente.,A Kendall deixou cair o telemóvel no passeio e atendeu-o imediatamente.,Porque é que o Kendall fez isto?,Por que o Kendall fez isso?,Porque é que a Kendall fez isto?,Verifique sua condição,verificar a sua situação,Verifique o seu estado,chamar um amigo,chame um amigo,Chame um amigo,Perder o telefone,Perder o fone,Larga o telefone.,A
28708,Taylor se escondeu em seu armário quando notou intrusos entrando pela janela do quarto.,"Taylor escondeu-se em seu closet quando percebeu intrusos, passando pela janela do",A Taylor escondeu-se no armário quando notou intrusos a entrar pela janela do quarto.,Como Taylor se sentiria depois?,Como se sentiria Taylor depois?,Como é que a Taylor se sentiria depois?,feliz e excitado,feliz e excitado,Feliz e animado,Medo e medo,medo e medo,Assustada e assustada,Amor e carinho,afeto e cuidado,Amando e cuidando,B
28709,Sydney contou ao Jeff sobre os segredos de todos porque eles adoravam fofocar.,Sydney contava jeff sobre os segredos de todos porque gostavam de se divertir.,A Sydney contou ao Jeff os segredos de todos porque adoravam fofocar.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Feliz com Sydney,feliz com o rim,Feliz com a Sydney.,irritado com sydney,irritação com o rim,irritado com a Sydney,Desconfiado e raso,intrusável e raso,Não confiável e superficial,B
28710,"Addison estava achando um de seus cursos universitários incrivelmente difícil. Addison sentiu vontade de desistir, mas continuou em seu curso e passou com boas notas.","Addison estava encontrando um de seus cursos universitários indubitavelmente difícil, sentia-",Addison estava achando um dos seus cursos universitários incrivelmente difícil.,Como se sentiria a Addison depois?,Como senti-lo-ia depois?,Como se sentiria a Addison depois?,Lamentável,arrependido,arrependido,Orgulha-te,orgulha,orgulhoso,irritada,irritação,irritado,B
28711,"O Carson estava a jogar a sua bola de basebol no quintal, e o Carson magoou outra pessoa com ela.","Carson jogava o seu futebol no pátio, jogava muito difícil, machucava o outro.","O Carson estava a atirar o basebol no pátio, ele atirou com muita força e magoou outra pessoa.",Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,feliz,feliz,feliz,Perturbado,tonturas,desanimado,Culpado por jogar duro demais,culpabilização por jogar muito rugoso,culpado por jogar muito duro,B
28712,Casey deu a sua namorada um filhote de cachorro como um presente de aniversário.,Casey deu à namorada um filho como presente de aniversário.,O Casey deu a namorada um cachorro de aniversário.,Como Casey se sentiria depois?,Como se sentiria Casey depois?,Como é que o Casey se sentiria depois?,lesionado,náuseas,ferido,Diversão,lúdica,divertida,raivoso,irritação,irritado,B
28713,"Tracy jogou jogos com o amigo de Kai, a fim de conhecê-los melhor.","Tracy jogou jogos com o amigo do Kai, para melhor conhecê-los.",A Tracy jogava jogos com o amigo do Kai para conhecê-los melhor.,Como Kai se sentiria como resultado?,Como o Kai sentiria como resultado?,Como é que o Kai se sentiria?,Ansioso,ansiedade,ansioso,Como se ele tivesse um bom tempo,como ele teve um bom tempo,Como se ele tivesse passado um bom bocado .,feliz por ter conhecido um novo amigo,satisfeito em ter encontrado um novo amigo,Estou feliz por ter conhecido um novo amigo .,B
28714,Carson estava se esforçando para vencer o nível de seu videogame. Carson finalmente chegou ao próximo nível.,"Carson estava tentando bater o nível de seu vídeo game, e o personagem acabou fazendo o nível","Carson estava a tentar superar o nível do seu jogo, e acabou por chegar ao nível seguinte.",Como Carson se sentiria depois?,Como senti-lo-ia depois?,Como é que o Carson se sentiria depois?,excitado,excitação,excitado,Perturbado,tonturas,desanimado,raivoso,irritação,irritado,A
28715,"Jesse era uma pessoa atenciosa, então ele assou um bolo para Tracy.",jesse foi uma pessoa considerada por isso ele chupava uma torta para tracy.,"O Jesse era uma pessoa atenciosa, por isso fez um bolo para a Tracy.",O que Tracy vai querer fazer a seguir?,O que queremos agora por Tracy?,O que é que a Tracy vai querer fazer a seguir?,Decore o bolo,decorar a torta,Decorar o bolo.,Jogue o bolo fora,descarte da torta,Atira o bolo fora.,"Obrigado, Jesse",agradecer jesse,"Obrigado , Jesse .",C
28716,A Jan usou a linguagem da Sasha para conseguir um bom negócio num aluguer de automóveis em Las Vegas.,Jan utilizou a linguagem de Sasha para obter um doce em um aluguer de carro em,O Jan usou a linguagem do Sasha para conseguir um bom negócio de aluguer de carros em Las Vegas.,O que vai acontecer com Jan?,O que acontecerá com Jan?,O que vai acontecer com Jan?,Ir para Las Vegas,chegar a Las Vegas,- Vamos para Las Vegas.,Indiferente,indiferente,indiferente,Amado,amado,Amado,A
28717,Taylor recolheu doações e economizou seu próprio dinheiro para fornecer brinquedos para crianças carentes.,Taylor coletou doações e economizou o seu próprio dinheiro para fornecer brinquedos para crianças carentes,Taylor recolhia doações e poupava dinheiro para fornecer brinquedos para crianças necessitadas.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,vendê-los,vendê-los,Vende-os.,Dispersar doações,donativos dispersos,Dispersão das doações,Brincar com brinquedos,Brincar com brinquedos,brincar com brinquedos,B
28718,Remy começou a se sentir melhor depois que ela tomou algum remédio que ela tinha no armário.,Remy começou a sentir-se melhor depois de tomar algum remédio que tinha no gabinete.,A Remy começou a sentir-se melhor depois de tomar alguns medicamentos que tinha no armário.,O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Vá ao médico,án,ir ao médico,ir nadar,ir nadar,ir nadar,Correr uma maratona,corrida de uma maratona,correr uma maratona,A
28719,Skylar era enfermeira num hospital e estava a cargo de um paciente. Skylar monitorou a pressão sanguínea do paciente diariamente.,"Skylar era enfermeira em um hospital e era responsável por um paciente, e monitorava diariamente a",Skylar era enfermeira num hospital e estava encarregada de um paciente.,Como Skylar se sentiria depois?,Como sentiria Skylar depois?,Como é que a Skylar se sentiria depois?,uma enfermeira competente,uma enfermeira competente,uma enfermeira competente,indigno de confiança,infiscabilidade,não confiável,ptimo.,boa,- É bom.,A
28720,Jordan colocou uma doação para este item nas mãos do voluntário na mesa.,Jordan colocou uma doação para este item no voluntário nas mãos da carteira.,A Jordan colocou uma doação para este artigo nas mãos do voluntário na recepção.,O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,Leve de volta o presente,retoma a dádiva,Leva o presente de volta .,troca de cortesias,. . . . . . . . . ,trocar cortesia,Sair abruptamente,folhas abruptamente,Sair abruptamente,B
28721,Jesse foi se casar com sua namorada com quem ele estava há anos.,Jesse foi casar-se com a namorada que ele tinha há anos.,Jesse foi casar com a namorada com quem estava há anos.,Como Jesse se sentiria depois?,Como Jesse se sentiria depois?,Como se sentiria o Jesse depois?,raivoso,irritação,irritado,excitado,excitação,excitado,lesionado,náuseas,ferido,B
28722,Ash ofereceu a Riley uma carona e Riley finalmente aceitou a carona para sua casa.,Ash ofereceu Riley uma viagem e Riley acabou aceitando a viagem para casa.,O Ash ofereceu uma boleia à Riley e a Riley acabou por aceitar a boleia para casa.,O que vai acontecer com Riley?,O que acontecerá com Riley?,O que vai acontecer ao Riley?,ser conduzido ao redor sem rumo,ser conduzido em redor de,Serem levados sem rumo,ser levado para sua casa,chegar a ela em casa,Levar-me para casa dela.,Aperte o cinto de segurança,flebotomíneos,- Não .,B
28723,"Depois de se exercitar e depois ajudar um amigo a se mudar, Tracy ficou cansada mais tarde.","Depois de trabalhar e depois ajudar um movimento de amigos, Tracy ficou cansado mais tarde.","Depois de se exercitar e depois de ajudar um amigo a se mudar, Tracy ficou cansada mais tarde.",O que Tracy vai querer fazer a seguir?,O que queremos agora por Tracy?,O que é que a Tracy vai querer fazer a seguir?,Devia um favor ao seu amigo.,devo a sua amiga a favor,Devia um favor à amiga.,Continue ajudando seus amigos,continuar ajudando os amigos,Continuar a ajudar os amigos dela.,Relaxar um pouco,relaxamento para um pouco,Relaxa um pouco.,C
28724,"Jan passou o dia todo procurando um lugar para comer, mas estava ficando com muita fome para procurar mais.","Jan passou todo dia procurando um local para comer, mas estava ficando com muita pressa para olhar","Jan passou o dia todo procurando um lugar para comer, mas estava ficando com fome demais para procurar mais.",O que Jan vai querer fazer a seguir?,O que queremos Jan?,O que vai o Jan querer fazer a seguir?,Coma no próximo lugar que ela vê,come no próximo local ela vê,comer no próximo lugar que ela vir,Gaste tempo para encontrar sua comida favorita,passar tempo procurando a sua comida preferida,passar o tempo a encontrar a comida preferida dela,Queria ganhar energia,quis ganhar energia,Queria ganhar energia.,A
28725,"Skylar apoiou a alegação de Remy, apesar de saber que Remy tinha inventado.","Skylar apoiou a alegação de Remy, apesar de saber que a Remy havia feito.","Skylar apoiou a afirmação de Remy, apesar de saber que ele a inventou.",O que vai acontecer com Skylar?,O que acontecerá com o Skylar?,O que vai acontecer à Skylar?,ser olhado cautelosamente,ser examinado,ser observado com cautela,ser olhado como uma pessoa verdadeira,ser visto como uma pessoa verdadeira,ser visto como uma pessoa honesta,ser incentivado a fazer mais reivindicações,ser incentivado a apresentar mais pedidos,ser encorajado a fazer mais reclamações,A
28726,"Jordan sempre quis ser escritor quando crescessem. Agora, Jordan ganhava a vida escrevendo contos.","Jordan sempre quis ser escritor quando cresceu, agora, Jordan fez uma escrita viva contos.",Jordan sempre quis ser escritor quando cresceram.,Como você descreveria a Jordânia?,Como descreveria a Jordânia?,Como descreveria o Jordan?,Um escritor que gosta de escrever histórias,um escritor que gosta de escrever histórias,Um escritor que gosta de escrever histórias.,Como se tivessem realizado o seu sonho,como eles conseguiram o seu sonho,como se tivessem alcançado o seu sonho,Como se fossem bem-sucedidos,como foram bem sucedidos,Como se tivessem sucesso.,B
28727,"Remy estava procurando por seu cão perdido, então ele postou panfletos.",a minha buscava o cão perdido para que ele fosse afixado.,"O Remy estava à procura do cão perdido, por isso, colocou panfletos.",Como Remy se sentiria depois?,Como se sentiria depois de Remy?,Como é que o Remy se sentiria depois?,esperançoso,esperada,esperançoso,deprimido,depressão,Deprimido,triste,triste,triste,A
28728,Cameron foi nadar no lago quando ficou bom para fora.,Cameron saiu na piscina quando ficou legal.,A Cameron foi nadar no lago quando ficou bom.,Como Cameron se sentiria depois?,Como se sentiria Cameron depois?,Como se sentiria a Cameron depois?,Molhado,molhado,molhado,Uma pessoa que gosta do ar livre,uma pessoa que gosta dos outdoors,uma pessoa que gosta de estar ao ar livre,Gosta de experimentar coisas novas,gosta de experimentar coisas novas,Gosta de experimentar coisas novas.,B
28729,Lee conheceu Robin melhor quando eles estavam presos em uma longa viagem de ônibus juntos.,Lee conseguiu conhecer melhor Robin quando estavam presos em um ônibus longo juntos.,O Lee conheceu melhor a Robin quando estavam juntos numa longa viagem de autocarro.,Como você descreveria Lee?,Como descreveria Lee?,Como descreveria o Lee?,sossego,silencioso,- Não .,curioso,curioso,curioso,Acalme-se,calm,Calma .,B
28730,Ash estava com medo do escuro. Kai caminhou para casa com Ash.,"Ash tinha medo do escuro, Kai andava em casa com Ash.",O Ash tinha medo do escuro e o Kai foi para casa com o Ash.,O que vai acontecer com Ash?,O que vai acontecer com Ash?,O que vai acontecer ao Ash?,Menos medo com Kai,Menos stress com Kai,Não tenho medo com o Kai.,gritar e dizer Kai para deixá-los,cheiro e conta Kai para deixar- os,grita e diz ao Kai para os deixar,Cansado de Kai andando para casa,Canecado de caminhar Kai,Estou cansado de o Kai andar para casa.,A
28731,Addison leu o jornal em voz alta para as crianças que não sabiam ler.,addison leu o jornal em voz alta para as crianças que não sabiam ler.,A Addison lia o jornal em voz alta para as crianças que não sabiam ler.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Seja uma boa pessoa,ser uma pessoa boa,ser uma boa pessoa,ouvir mais,ou mais,ouvir mais,Jogue o jornal,lançar o jornal,Atira o jornal .,B
28732,Jan queria ter algo para fazer no fim de semana para que ela aprendesse a dançar.,jan quis ter algo a fazer no final de semana para aprender a dançar.,"A Jan queria ter algo para fazer no fim de semana, por isso aprendeu a dançar.",O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Ajuda jan aprender a dançar,ajudar jan a aprender a dançar,Ajuda o Jan a aprender a dançar.,desencorajar jan,desmotivação jan,Desanimem Jan.,Recusar-se a ajudar Jan a aprender a dançar,recusar ajudar jan a aprender a dançar,recusa-se a ajudar Jan a aprender a dançar,A
28733,O Cameron estava a mostrar ao Quinn o que significava um sinal.,Cameron estava mostrando Quinn o que um sinal significava. Cameron mostrou Quinn um sinal.,A Cameron estava a mostrar ao Quinn o que significava um sinal.,O que Quinn vai querer fazer a seguir?,O que queremos Quinn?,O que quer o Quinn fazer a seguir?,Olhe para o sinal,olha para o sinal,Olha para o sinal .,queria ensinar Quinn algo novo,quis ensinar Quinn algo novo,Queria ensinar algo novo ao Quinn.,queria mostrar a Quinn o que o sinal significava,quis mostrar Quinn o que o sinal significou,Queria mostrar ao Quinn o que significava o sinal.,A
28734,Remy não gostou de como a companhia aérea a tratou e ela postou suas preocupações nas mídias sociais.,Remy não gostava de como a companhia aérea a tratava e ela colocava suas preocupações nos meios sociais,Remy não gostou da forma como a companhia aérea a tratou e ela publicou suas preocupações nas redes sociais.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Como evitar a companhia aérea,como evitar a companhia aérea,Como evitar a companhia aérea.,Cuidado com o ônibus,prurido do ônibus,Cuidado com o autocarro.,eram de mente pequena,foram pequenos,eram de mente pequena,A
28735,Kai recebeu um aviso de que seu trabalho foi aceito pelo jornal.,Kai obteve um aviso de que seu trabalho foi aceito pelo jornal.,Kai recebeu um aviso de que o seu trabalho foi aceito pelo jornal.,Como Kai se sentiria depois?,Como se sentiria após o Kai?,Como é que o Kai se sentiria depois?,Que bom que conhecem o seu trabalho,Glad eles sabem o seu trabalho,Ainda bem que sabem o que fazem.,"Bom, o trabalho foi aceito",Bom trabalho foi aceito,O bom trabalho foi aceito.,Um bom escritor,um bom escritor,Um bom escritor.,B
28736,"A família de Austin estava tendo um torneio Go Fish, e Austin venceu seu pai na primeira rodada.","A família de Austin estava tendo um torneio de pesca, e Austin batia seu pai na primeira","A família do Austin estava a fazer um torneio de Go Fish, e o Austin venceu o pai na primeira rodada.",O que acontecerá com os outros?,O que acontecerá com os outros?,O que acontecerá aos Outros?,Austin para o seu quarto,terra Austin para sua sala,Austin foi para o quarto dele .,decidir parar de jogar GoFish,Decidir deixar de jogar GoFish,Decidir parar de jogar GoFish,torcer por Austin na próxima rodada,cheer para Austin na próxima rodada,Parabéns por Austin na próxima rodada .,C
28737,Jesse produziu o resultado de Austin com sucesso. Austin ficou muito satisfeito com o resultado.,"Jesse produziu o resultado de Austin com sucesso, e Austin foi muito satisfeito com o resultado.",Jesse produziu o resultado de Austin com sucesso. Austin ficou muito satisfeito com o resultado.,O que Austin vai querer fazer a seguir?,O que queremos por Austin?,O que é que o Austin vai querer fazer a seguir?,Indiferente,indiferente,indiferente,Mostre sua gratidão,demonstram a gratidão de,mostrar gratidão,Receba dinheiro da austin,Recebem dinheiro do austin,Receber dinheiro de Austin,B
28738,Cameron vendeu os produtos da Sasha a preços acessíveis e fez muito dinheiro para ambos.,Cameron vendeu os produtos da Sasha a preços acessíveis e fez muito dinheiro para eles.,Cameron vendeu os produtos de Sasha a preços acessíveis e fez muito dinheiro para ambos.,Como Cameron se sentiria depois?,Como se sentiria Cameron depois?,Como se sentiria a Cameron depois?,Orgulhoso depois,orgulha,orgulhoso depois,Perturbado depois,tonturas após,- Desagradável depois.,Pobre depois,Pouco frequentes,pobre depois.,A
28739,Remy disse a seu namorado que ela queria se casar com ele o mais rápido possível.,Remi contou ao namorado que queria casar-se logo que possível.,A Remy disse ao namorado que queria casar com ele o mais rápido possível.,Como você descreveria Remy?,Como descreveria a Remy?,Como descreveria o Remy?,triste,triste,triste,Amado,amado,Amado,sozinho,isoladamente,sozinho,B
28740,Jesse quebrou a parte de trás do controle remoto depois de raiva em jogá-lo em toda a sala.,Jesse partiu o verso do remoto após a cólera em arremessar-o para a,O Jesse partiu o comando depois de a ter atirado pelo quarto.,O que vai acontecer com Jesse?,O que vai acontecer com Jesse?,O que vai acontecer ao Jesse?,É preciso comprar um novo controle remoto,ter que comprar um novo,Tenho de comprar um novo comando .,tem que ir para a terapia de raiva,tem que ir à cólera,Tenho de ir a terapia da raiva .,ficar irritado,irritação,ficar irritado,A
28741,Sasha deu a Robin o endereço para o lugar de pizza que eles estavam indo.,Sasha deu a Robin o endereço para a pizza que eles estavam indo.,O Sasha deu à Robin o endereço da pizzaria para onde iam.,Como Sasha se sentiria depois?,Como se sentiria Sasha depois?,Como é que o Sasha se sentiria depois?,pensativo,ideação,atencioso,Como eles poderiam ter se divertido,Como poderiam ter divertido,Como se pudessem divertir-se,Como se soubessem as direções,Como eles conhecem as orientações,Como se soubessem as instruções.,A
28742,O Kendall fez a candidatura do Casey.,"Kendall fez a aplicação de Casey, foi bem e bom.","A Kendall fez a candidatura do Casey, correu bem e parecia boa.",O que Kendall vai querer fazer a seguir?,O que queremos por Kendall?,O que é que a Kendall vai querer fazer a seguir?,Publique-o no Twitter,postar no Twitter,Põe no Twitter.,O Casey estava nervoso.,a casey foi nervosa.,Casey estava nervoso.,útil,,útil,A
28743,Carson passou a mão de Lee pelo cabelo de Lee para mostrar a eles a melhor maneira de parecer legal.,Carson fez a mão de Lee através do cabelo de Lee para mostrar a melhor maneira de se,Carson passou a mão do Lee pelo cabelo dele para mostrar-lhes a melhor maneira de parecerem fixes.,O que vai acontecer com Carson?,O que acontecerá com Carson?,O que vai acontecer ao Carson?,Agradecido por Carson,ser obrigado por Carson,Que o Carson agradeça .,ser dito o quão legal eles são,ser informado como são frias,Dizem-me como são fixes.,Sejam informados de quão velhos eles são,ser contado quanto à velhice que são,Que lhe digam a idade deles.,B
28744,"Sydney encontrou uma oportunidade para tirar sarro da aparência de Aubrey, já que eles sempre foram inimigos.","Sydney encontrou uma oportunidade de se divertir do olhar de Aubrey, uma vez que sempre","A Sydney encontrou uma oportunidade para gozar com o visual do Aubrey, já que eles sempre foram inimigos.",O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,Ignorar Sydney,ignore Sydney,Ignora a Sydney.,Pense em maneiras de retaliar,pensar em formas de retaliar,Pensem em formas de se vingarem,Perdoe Sydney,despedimento de Sydney,Desculpa Sydney.,B
28745,A pessoa que se sentiu pouco mal.,a pessoa que se sentiu mal.,A pessoa que se sentiu mal.,Como você descreveria Jesse?,Como descrever Jesse?,Como descreveria o Jesse?,uma pessoa que tem irritar Jesse e ficar com raiva,uma pessoa que tem irritação de jesse e ânsia,Uma pessoa que tem irritar Jesse e ficar com raiva,A garota que se sente pior sobre sua vida,a menina que tem se sentido pior sobre sua vida,A rapariga que se sente pior sobre a sua vida,A garota que tem a mente ruim,a menina que tem a mente ruim,A rapariga que tem a mente má.,B
28746,"Taylor sabia como o povo japonês engoliu seu ramen, ela comeu a comida certa.","Taylor sabia como os japoneses desliram o rúmen, comia a comida certa","A Taylor sabia como os japoneses engoliam o ramen, ela comeu a comida bem.",O que Taylor precisa fazer antes disso?,O que é necessário para Taylor diante disso?,O que é que a Taylor precisa de fazer antes disto?,Use um garfo,Utilize uma fork,Use um garfo.,Despeje-o em um disco,Despeje- o num molho,Coloca-o num prato .,Use pauzinhos,Utilize chopsticks,Use pauzinhos,B
28747,Tracy muitas vezes fazia panquecas para comer na manhã anterior à escola.,Tracy muitas vezes fez pancadas para comer na manhã antes da escola.,Tracy costumava fazer panquecas para comer de manhã antes da escola.,Como Tracy se sentiria depois?,Como o Tracy se sentiria depois?,Como se sentiria a Tracy depois?,Como uma pessoa preguiçosa,como uma pessoa preguiça,Como uma pessoa preguiçosa,Orgulhosa de si mesma,orgulha de si,orgulhosa de si mesma.,incapaz de fazer qualquer coisa,Não conseguir fazer nada,incapaz de fazer nada.,B
