,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
24586,"Sydney queria isso como um animal de estimação, mas sua mãe sabia que não seria cuidada.","Sydney queria que fosse um animal de companhia, mas sua mãe sabia que não iria ser cuidada","A Sydney queria-o como animal de estimação, mas a mãe sabia que não seria cuidado.",Como se sentiria Sydney depois?,Como senti-lo-ia depois?,Como é que a Sydney se sentiria depois?,Não é muito responsável,não é muito responsável,Não é muito responsável.,ressentido,Resultado,ressentido,imaturo,imaturo,Inmaturo,B
24587,Quinn pediu Austin para descrever o tempo enquanto ele estava planejando a visita.,Quinn solicitou a Austin para descrever o clima enquanto planejava a visita.,Quinn pediu ao Austin para descrever o tempo enquanto planeava a visita.,Porque é que o Quinn fez isto?,Por que Quinn?,Porque é que o Quinn fez isto?,fez isso para ser irritante,isso por ser irritante,Fizeste isto para te irritares.,fez isso para aumentar sua consciência,fez com que isso aumentasse sua consciência,fez isso para aumentar a sua consciência,fez isso para ser intrometido,o fez com que se tratasse de um estudo de caso de,Fizeste isto para ser intrometida.,B
24588,Remy decidiu adotar Taylor para que ela pudesse ter um bebê.,Remy decidiu adotar Taylor para que pudesse ter um bebê.,O Remy decidiu adoptar a Taylor para que ela pudesse ter um bebé.,Por que Remy fez isso?,Por que a Remy fez isso?,Porque é que o Remy fez isto?,ficar sozinho,estar sozinho,- Não .,Ela odiava crianças,ela odeia as crianças,Ela odiava crianças.,ter um filho,ter uma criança,ter um filho,C
24589,Aubrey viu Kai como um amigo e teve uma boa conversa sobre o tempo na próxima semana.,Aubrey viu o Kai como amigo e teve um bom bate-papo sobre o clima,A Aubrey viu o Kai como um amigo e conversou sobre o tempo da próxima semana.,Como Aubrey se sentiria depois?,Como se sentiria Aubrey depois?,Como é que o Aubrey se sentiria depois?,Como falar mais,como falar mais,Como falar mais.,Amado agora,agora amado,Amado agora,entediado agora,agora enlouquecida,Aborrecido agora.,A
24590,"Casey tentou ficar corajosa na casa assombrada, mas ela ficou aterrorizada.","Casey tentou ficar brava na casa de terror, mas ficou apavorada.","A Casey tentou manter-se corajosa na casa assombrada, mas ficou aterrorizada.",O que Casey vai querer fazer a seguir?,O que queremos com Casey?,O que vai querer fazer o Casey a seguir?,Rir,risos,Rindo,estar na casa assombrada,estar na casa destruída,Estar na casa assombrada,esconda-se,ocultação,esconder,C
24591,"Alex dominava as crianças mais novas, então ele as fez limpar.","Alex manteve a oscilação sobre as crianças mais novas, fazendo com que elas se limpassem.","O Alex tinha domínio sobre os miúdos mais novos, por isso, obrigou-os a limpar.",Porque é que o Alex fez isto?,Por que o Alex fez isso?,Porque é que a Alex fez isto?,colocá-los para baixo,Coloque- as,Coloquem-nas no chão.,Ajude as crianças,ajuda às crianças,Ajudem as crianças.,Seja preguiçoso,ser preguiça,Seja preguiçoso.,C
24592,Remy estava andando no parque e se aproximou de uma garota no parque.,Remy estava caminhando no parque e se aproximou de uma menina no parque.,O Remy estava a passear no parque e aproximou-se de uma rapariga no parque.,Por que Remy fez isso?,Por que a Remy fez isso?,Porque é que o Remy fez isto?,Caminhar com a garota,caminhar com a menina,Anda com a rapariga.,Fale com a garota,fala com a menina,Fala com a rapariga.,Aja com confiança,Actifident,Agir com confiança,B
24593,Sydney perguntou a Carson se ele queria alguma coisa da loja.,Sydney perguntou a Carson se ele queria alguma coisa da loja.,A Sydney perguntou ao Carson se ele queria alguma coisa da loja.,O que Sydney precisa fazer antes disso?,O que é necessário para Sydney antes disso?,O que é que a Sydney precisa de fazer antes disto?,Faça o dia de Carson,fazer o dia de Carson,Faz o dia do Carson.,Diga a Carson para onde ela está indo,conta-lhe para cárcere onde está indo,Diz à Carson para onde ela vai.,Gosta de ir às compras,gosta de fazer compras,Gosta de ir às compras.,B
24594,Tracy forçou sua vontade sobre Ash e fez Ash limpar a cozinha por algumas horas.,Tracy fez com que Ash limpasse a cozinha por algumas horas.,A Tracy forçou a vontade deles na Ash e fez com que a Ash limpasse a cozinha durante algumas horas.,O que Ash vai querer fazer a seguir?,O que queremos por Ash?,O que é que o Ash vai querer fazer a seguir?,entediada,prurido,Aborrecido.,inteligente,smart,inteligente,Peça a Ash para ajudar,au Ash,Pede ajuda ao Ash .,A
24595,"Carson acordou tarde, eles correram rapidamente se vestindo antes de correr para iniciar seu caminhão.","A pessoa acendeu tardiamente, correm rapidamente se vestir antes de sair para iniciar o","O Carson acorda tarde, correm por aí a vestir-se antes de correrem para ligar o camião.",Por que Carson fez isso?,Por que o Carson fez isso?,Porque fez o Carson isto?,Parada para o café da manhã,parar de tomar o pequeno- almoço,Parem para o pequeno almoço.,Não se atrase para o trabalho,não ser tardio para trabalhar,Não chegar tarde ao trabalho.,Vista-se mais rápido e comece o caminhão,vestir- se mais rapidamente e iniciar o caminhão,Veste-te mais depressa e põe o camião a andar .,B
24596,"O Alex mudou-se para o bairro na semana passada, o Remy achou o Alex atraente.","Alex só se mudou para o bairro na semana passada, Remy encontrou Alex atraente.",A Alex mudou-se para cá na semana passada e o Remy achou a Alex atraente.,O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Namoro com Remy,flirt with Remy,Flirte com o Remy.,pedir Remy para sair em uma data na cidade,perguntar a Remy out em data na cidade,Peça ao Remy para sair na cidade.,mostrar Alex ao redor do bairro,mostram Alex em torno do bairro,Mostra o Alex pelo bairro.,C
24597,"Cameron queria começar um negócio, então ela fez muita pesquisa e procurou conselhos.",Cameron queria iniciar um negócio e fez muita pesquisa e procurou aconselhamento.,"A Cameron queria começar um negócio, por isso pesquisou muito e pediu conselhos.",Como você descreveria Cameron?,Como descrever Cameron?,Como descreveria a Cameron?,feliz que ela procurou conselhos,feliz que procurou o conselho,Estou feliz por ela ter procurado conselhos.,feliz que ela fez um monte de pesquisa,feliz que ela fez muita pesquisa,Feliz por ter feito muita pesquisa.,Responsáveis,responsável,responsável,C
24598,O filho de Casey tinha superado suas roupas de bebê e não precisava mais delas.,O filho de Casey tinha saído de suas roupas e não precisava mais delas.,O filho do Casey já não usava as roupas de bebé e já não precisava delas.,O que é que o Casey precisa de fazer antes disso?,O que é necessário para o Casey antes disso?,O que é que o Casey precisa de fazer antes disto?,Necessário para não gostar de Jordan,Necessidade de desgoste Jordan,precisava de não gostar do Jordan.,Jogue-os fora,au,Atira-os fora.,necessário para fazer alguma limpeza de primavera,necessidade de realizar alguma limpeza da mola,Precisava de fazer uma limpeza de primavera.,C
24599,Jan pagou o aluguel a tempo pela primeira vez em meses.,Jan pagou a sua renda na primeira vez em meses.,Jan pagou a renda a tempo pela primeira vez em meses.,O que Jan vai querer fazer a seguir?,O que queremos Jan?,O que vai o Jan querer fazer a seguir?,GOT PAID,GOT PAID,Aumentar o preço,Pague até tarde todos os meses,pagamentos a cada mês,Pague tarde todos os meses,Pague a tempo todos os meses,pagar no tempo todos os meses,Pague a tempo todos os meses,C
24600,Cameron deu muito tempo para ajudar os sem-teto a limpar suas áreas de vida.,Cameron deu muito tempo para ajudar a PSR a limpar suas áreas de vida.,Cameron dedicou muito tempo a ajudar os sem-abrigo a limparem suas áreas de vida.,Como você descreveria Cameron?,Como descrever Cameron?,Como descreveria a Cameron?,Como generoso,como generoso,como generoso,somente nele para si mesmo,só nele para si,Só para ele .,pessoa carinhosa,pessoa que cuida,pessoa carinhosa,C
24601,"Cameron enviou uma mensagem rápida, mas percebeu que a mensagem estava cheia de erros de digitação.","Cameron enviou uma mensagem rápida, mas percebeu que a mensagem estava repleta de digitações.","A Cameron enviou uma mensagem rápida, mas percebeu que a mensagem estava cheia de erros tipográficos.",Como Cameron se sentiria depois?,Como se sentiria Cameron depois?,Como se sentiria a Cameron depois?,Envergonhada com o erro,vergonha do erro,Envergonhado com o erro.,Confiante na mensagem,Confiança em relação à mensagem,Confiante da mensagem,Rápido para agir,ic,rápido em agir,A
24602,Casey vendeu uma saia on-line e fez um pequeno lucro com isso.,Casey vendeu uma camiseta on-line e fez um pequeno lucro.,A Casey vendeu uma saia na Internet e fez um pequeno lucro com isso.,Porque é que o Casey fez isto?,Por que o Casey?,Porque fez o Casey isto?,necessário para obter um bom negócio,Necessidade de obter um bom resultado,Precisava de um bom negócio.,necessário conhecer o preço de mercado,necessário conhecer o preço de mercado,precisava de saber o preço de mercado,Venda sua saia,vendar a sua roupa,Vender a saia deles.,C
24603,Carson decidiu tentar namoro on-line depois que eles estavam solteiros há três anos.,Carson decidiu tentar namoro online após serem solteiros há três anos.,Carson decidiu tentar namorar online depois de três anos solteiros.,O que Carson vai querer fazer a seguir?,O que queremos por Carson?,O que é que o Carson vai querer fazer a seguir?,criar um perfil,criar um perfil,criar um perfil,Vender seu telefone e computador,venda de seu telefone e computador,Venda o telemóvel e o computador.,ficar solteiro,ficar solteiro,Fique solteiro,A
24604,O Cameron não queria ir nadar hoje e o Aubrey levou o amigo do Cameron a nadar.,"Cameron não queria ir nadar hoje, Aubrey tomou a natação de Cameron.","A Cameron não queria ir nadar hoje, mas a Aubrey levou o amigo da Cameron.",O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,relaxar,lúpus,Relaxa .,Encontre seu amigo,encontrar a amizade deles,Encontrar o seu amigo,Olhe para o amigo,olha para o amigo,Olha para o amigo.,A
24605,"Depois de ter aulas de natação no YMCA, Bailey aprendeu a nadar.","Após a realização de aulas de natação na YMCA, Bailey aprendeu a nadar.","Depois de tomar aulas de natação no YMCA, Bailey aprendeu a nadar.",O que Bailey precisa fazer antes disso?,O que é necessário para Bailey antes disso?,O que é que a Bailey precisa de fazer antes disto?,comprar um maiô,compra de uma peça de nado,comprar um fato de banho,fez isso para ser hábil,"fez-se necessário que a técnica fosse aprimorada, a",Fizeste isto para ser hábil,comprar um snorkel,compra de um snorkel,comprar um snorkel,A
24606,Kai chegou a meio caminho do Texas antes de lembrar que deixou seu telefone para trás.,Kai o fez meio caminho para o Texas antes de se lembrar de que deixou o telefone atrás.,O Kai chegou a meio caminho do Texas antes de se lembrar que deixou o telemóvel.,O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,Encontre um payphone,fone de entrada,Encontre um telefone público,Sair em uma viagem para o Texas,licença em viagem ao Texas,Sair numa viagem para o Texas .,Deixe seu telefone em casa,deixar o telefone em casa,Deixem o telemóvel em casa.,A
24607,Jesse era atlético e gostava de praticar esportes. Jesse jogou beisebol com seus amigos.,"Jesse era atleta e gostava de jogar esportes, Jesse jogava basquete com seus amigos.",Jesse era atlético e gostava de jogar esportes.,O que Jesse precisa fazer antes disso?,O que é necessário para Jesse antes disso?,O que é que o Jesse precisa de fazer antes disto?,Continue jogando beisebol,Manter jogar bola de base,Continua a jogar basebol.,Obter uma luva,luvas,- Peguem numa luva .,Levantar pesos,pesos de elevação,levantamento de pesos,B
24608,Kai finalmente conseguiu um emprego melhor depois de trabalhar para um chefe malvado por anos.,Kai finalmente obteve um melhor emprego após trabalhar um chefe médio há anos.,O Kai finalmente conseguiu um emprego melhor depois de trabalhar para um patrão mau durante anos.,Como Kai se sentiria depois?,Como se sentiria após o Kai?,Como é que o Kai se sentiria depois?,nervoso,nervosismo,nervoso,sucesso,sucesso,bem sucedido,satisfeito,satisfeito,satisfeito,C
24609,"Casey foi ensinado por Alex por anos, então ele finalmente ganhou a compreensão de Alex.","casey foi ensinada pelo alex há anos, de modo que acabou ganhando a compreensão do","O Casey foi ensinado pelo Alex durante anos, por isso, acabou por compreender o Alex.",O que vai acontecer com Casey?,O que acontecerá com Casey?,O que vai acontecer ao Casey?,Respeite Alex,Respeit alex,Respeito o Alex .,Gostar de trabalhar juntos como parceiros nos próximos anos,gozo de trabalhar juntos como parceiros há anos para vir,gostar de trabalhar juntos como parceiros nos anos vindouros,Elogie Casey pelo foco e atenção,loucar Casey pelo foco e atenção,Louvar o Casey pelo foco e atenção.,C
24610,O Carson queria chamar a atenção do Quinn rapidamente.,"Carson queria chamar a atenção de Quinn, e o punho de Quinn era aper",O Carson queria chamar a atenção do Quinn rapidamente.,O que vai acontecer com Carson?,O que acontecerá com Carson?,O que vai acontecer ao Carson?,ser parado,parar de tomar,Parem-se.,Desaparecer,walk away,Desaparece .,Repare Carson,Aviso de Carson,Aviso do Carson,C
24611,Taylor disse a Skylar que ela estava arrependida pelo que ela fez.,Taylor contou que estava preocupado com o que fez.,A Taylor disse à Skylar que lamentava o que tinha feito.,O que vai acontecer com Skylar?,O que acontecerá com o Skylar?,O que vai acontecer à Skylar?,anúncio para timeout,ad to timeout,ad to timeout (anúncio até tempo limite),Peça desculpas ao Skylar,Pedidos ao Skylar,Peço desculpa à Skylar .,Ficar com raiva de Taylor,ser louco em Taylor,Ficar zangado com a Taylor.,C
24612,Jordan adotou a abordagem de Kai e foi para a loja o mais rápido possível.,Jordan adotou a abordagem de Kai e foi à loja o mais rapidamente possível.,Jordan adotou a abordagem do Kai e foi à loja o mais rápido possível.,Como Jordan se sentiria depois?,Como a Jordânia se sentiria depois?,Como se sentiria Jordan depois disso?,abundante,abundante,abundante,ferozes,toxicidade,feroz,furioso,furiosa,furioso,A
24613,A Sasha disse à mãe da Riley que a Riley a estava a apanhar quando na verdade não estavam.,Sasha contou à mãe de Riley que Riley estava tomando quando não.,A Sasha disse à mãe da Riley que a Riley estava a chateá-la quando na verdade não estavam.,Como você descreveria Sasha?,Como descreveria Sasha?,Como descreveria a Sasha?,um mentiroso,uma calafrio,um mentiroso,uma criança agradável,uma criança agradável,Um miúdo agradável.,Uma criança honesta,uma criança honesta,Uma criança honesta.,A
24614,"Quinn foi intimidado na escola, mas outros alunos entraram e os ajudaram a sair.","Quinn entrou em situação de bullying na escola, mas outros alunos entraram e os ajudaram","O Quinn foi intimidado na escola, mas outros alunos ajudaram-no.",Como Quinn se sentiria depois?,Como se sentiria Quinn depois?,Como se sentiria o Quinn depois?,Fico feliz pelo apoio,Glad para o apoio,Estou contente pelo apoio.,timidez,tímido,tímido,Não gosta de estar perto de outros que não são seus amigos,não gosta de estar em torno de outros que não são seus amigos,não gosta de estar perto de outras pessoas que não são seus amigos,A
24615,A Tracy parou no centro comercial ontem e viu a Kai ali ao pé da entrada.,Tracy parou ontem no mall e viu o Kai lá em pé pelo enntrna,A Tracy parou no centro comercial ontem e viu o Kai à porta da entrada.,O que Tracy vai querer fazer a seguir?,O que queremos agora por Tracy?,O que é que a Tracy vai querer fazer a seguir?,precisa de um grande Kai,Necessidade de grande Kai,Preciso do grande Kai.,Você precisa sorrir para Kai,Necessidade de sorrir no Kai,Preciso sorrir para o Kai.,Saiu do shopping antes de entrar,íntegros,saiu do centro comercial antes de entrar,A
24616,Casey encheu o coração de sua avó Sydney de alegria nos dias antes de sua morte.,Casey preencheu o coração de sua avó Sydney com alegria nos dias que antecederam a sua,Casey encheu o coração da avó Sydney de alegria nos dias antes da morte dela.,O que vai acontecer com Casey?,O que acontecerá com Casey?,O que vai acontecer ao Casey?,Assistir ao casamento de Sydney,comparecer ao casamento de Sydney,- Não. - Não.,ser feliz,ser feliz,Seja feliz.,herdar dinheiro de Sydney,capital próprio de Sydney,herdar dinheiro de Sydney,B
24617,"Kendall queria ter privacidade, então ela fechou a porta depois que Sydney saiu.",kendall queria ter privacidade para que ela fechasse a porta após o sínco,"A Kendall queria privacidade, por isso fechou a porta depois da Sydney sair.",Como você descreveria Kendall?,Como descrever Kendall?,Como descreveria a Kendall?,como ordinário,como,como de costume,tão estranho,como estranho,tão estranho,É triste que Sydney tenha ido embora.,triste que Sydney tenha saído,É triste que a Sydney se tenha ido embora .,A
24618,Tracy suspeita que Casey roubou algo e quer que a polícia investigue.,Tracy suspeita de roubo de algo e quer que a polícia investigue.,Tracy suspeita que o Casey roubou algo e quer que a polícia investigue.,Como Tracy se sentiria depois?,Como o Tracy se sentiria depois?,Como se sentiria a Tracy depois?,envergonhada,án,envergonhado,Lamentável,arrependido,arrependido,autoritativo,Autor,autoritário,C
24619,O Ash sentiu-se muito bem por ter tirado uma soneca.,Ash sentiu-se bem bom ter um cochilo.,"O Ash sentiu-se bem, já que tirou uma soneca.",Como Ash se sentiria depois?,Como se sentiria Ash depois?,Como é que o Ash se sentiria depois?,Que bom que ele descansou,Glad que ele deitava,Ainda bem que ele descansou .,eficiente,eficiente,eficiente,Bom ele pensou em sono extra,Bom ele achou de sono extra,Ainda bem que ele pensou em dormir mais.,A
24620,Kendall empurrou os quadris de Alex na dela enquanto eles estavam na cozinha.,Kendall jogou os quadris de Alex para dentro dela enquanto estavam na cozinha.,A Kendall enfiou os quadris da Alex nos dela enquanto estavam na cozinha.,Como Kendall se sentiria depois?,Como se sentiria Kendall depois?,Como se sentiria a Kendall depois?,Querendo ficar com Alex,querer chegar com Alex,Querendo ficar com o Alex,Agressivo,Agressivo,agressivo,Como abraçar Alex,como apertar Alex,Como abraçar o Alex.,A
24621,"Casey tentou culpar seu amigo pelo crime, mas ele saiu pela culatra.","Casey tentou culpabilizar o crime, mas o fez.","O Casey tentou culpar o amigo pelo crime, mas não deram certo.",Como você descreveria Casey?,Como descreveria Casey?,Como descreveria o Casey?,Como uma pessoa má,como uma pessoa ruim,Como uma pessoa má.,desonesta,dehonest,desonesta,tipo,tipo,simpático,A
24622,Casey é um restaurante de pizza que foi queimado em um incêndio na cozinha e agora não há onde sair.,Casey é um restaurante pizza que se arruou em uma cozinha e agora não tem,O Casey é um restaurante de pizza que queimou num incêndio na cozinha e agora não há onde sair.,Para onde as crianças vão agora para sair?,Onde as crianças vão agora parar?,Onde vão os miúdos agora para sair?,Ajude o restaurante de pizza a se recuperar do fogo,ajudar o restaurante pizza a recuperar do incêndio,Ajudar o restaurante de pizza a recuperar do incêndio,vai parar de sair juntos,deixará de ficar preso ao local,Vamos parar de andar juntos.,As crianças vão encontrar um novo local até Casey reconstruir,As crianças encontrarão um novo local até a reconstrução de Casey,Os miúdos vão encontrar um novo local até o Casey reconstruir,C
24623,Sasha acabou de terminar de trabalhar seus dois empregos e agora está exausta e em casa.,Sasha acabou trabalhando os dois empregos e está agora esgotado e em casa.,A Sasha acabou de trabalhar nos seus dois empregos e agora está exausta e em casa.,O que Sasha vai querer fazer a seguir?,O que queremos com Sasha?,O que é que o Sasha vai querer fazer a seguir?,Seja um trabalhador duro,ser um trabalhador duro,ser um trabalhador duro,Relaxe em casa agora,lúdico em casa agora,Descansa em casa agora.,cozinheira,cook,cozinhar,B
24624,Cameron acenou com a mão para Casey e pediu para ela se juntar a eles nas arquibancadas.,Cameron fez uma manobra de Casey e motivou a sua adesão nos bancos.,Cameron acenou com a mão para a Casey e fez sinal para ela se juntar a eles nas arquibancadas.,Como Casey se sentiria como resultado das ações de Cameron?,Como se sentiria Casey em decorrência das ações de Cameron?,Como se sentiria o Casey como resultado das ações da Cameron?,ansioso e inseguro,ansiedade e insegurança,ansioso e inseguro,incluído e bem-vindo,incluídos e bem-vindos,incluído e bem-vindo,ignorados e desrespeitados,ignorado e desrespeitado,ignorado e desrespeitado,B
24625,Jordan parecia alto e baixo para o gato depois que ele fugiu do barulho.,Jordan procurou alto e baixo para o gato depois de afastar o ruído.,Jordan olhou para cima e para baixo para o gato depois que ele fugiu do barulho.,Como Jordan se sentiria depois?,Como a Jordânia se sentiria depois?,Como se sentiria Jordan depois disso?,Como eles se perguntam onde está,Como se perguntam onde é,Como se se perguntassem onde é,Como se tivessem encontrado o gato,Como eles encontraram o gato,Como se tivessem encontrado o gato.,Preocupado com o gato,preocupado com o gato,preocupado com o gato,C
24626,O Alex levou o Quinn e foi difícil para eles despedirem-se.,"Alex tirou Quinn, foi difícil dizer despedimento.","A Alex levou o Quinn, foi difícil dizerem adeus.",Como Alex se sentiria depois?,Como se sentiria Alex depois?,Como se sentiria o Alex depois?,"compreensão dos pais, mas foi para o benefício da criança","compreensão dos pais, mas foi para o benefício da criança","compreensão dos pais, mas foi para o benefício da criança.",Uma sensação de perda,um sentido de perda,uma sensação de perda,feliz e inteiro,feliz e inteiro,Feliz e inteiro,B
24627,"Austin estava com raiva de Remy, mas reconsiderou sua decisão de vir de qualquer maneira.","Austin estava louco em Remy, mas reconsiderava sua decisão de passar de qualquer forma.","A Austin estava zangada com o Remy, mas reconsiderou a decisão de vir.",Por que Austin fez isso?,Por que o Austin o fez?,Porque é que o Austin fez isto?,Olhe para o lado positivo,riz o lado positivo,Olhe para o lado positivo,chutar Remy,Chuck Remy,Dá um pontapé no Remy.,Estar perto de Remy,ser próximo de Remy,Fica perto do Remy .,A
24628,"Jan estava muito cansada, então para ajudá-la a dormir, Tracy forçou os olhos de Jan fechados para a noite.","Jan estava muito cansado, então para ajudar o sono, Tracy forçava os olhos de Jan","Jan estava muito cansada, então para ajudá-la a dormir, Tracy forçou os olhos de Jan a fechar durante a noite.",O que Tracy deve fazer antes disso?,O que deve Tracy fazer antes disso?,O que é que a Tracy devia fazer antes disto?,dormir um pouco,sono,Dorme um pouco.,ir para a cama,ir ao leito,Vai para a cama.,Alcance em direção a Jan,.,alcançar em direcção a Jan,C
24629,"Depois de tropeçar no supermercado e mostrar a todos suas roupas íntimas, Sudney se sentiu muito desconcertante.","Após passar na loja do açude e mostrar a roupa de cada um, o Sud","Depois de tropeçar na mercearia e mostrar a todos a roupa interior, Sudney sentiu-se muito desconfortável.",Como se sentiria Sydney depois?,Como senti-lo-ia depois?,Como é que a Sydney se sentiria depois?,uma menina modesta,uma menina modesta,Uma rapariga modesta.,como um klutz e divertido sobre sua desajeitada,como um klutz e divertiam sobre sua agressividade,Como um desajeitado e divertida com a sua desajeitada,como uma balerina e envergonhada por sua graça,como uma balerina e constrangida pela sua grace,Como uma bailarina e envergonhada pela sua graça,B
24630,"Cameron acreditava nos olhos de avelã de Ash, embora não houvesse nenhuma evidência direta para o fato.",Cameron acreditava que os olhos de zelóbios de Ash não tinham qualquer evidência direta para,"A Cameron acreditou nos olhos de avelã do Ash, mesmo que não houvesse nenhuma prova directa para o facto.",Como Cameron se sentiria depois?,Como se sentiria Cameron depois?,Como se sentiria a Cameron depois?,esperançoso,esperada,esperançoso,confiando,confiança,confiante,Uma pessoa ingênua,án,Uma pessoa ingênua,B
24631,Casey pede quiabo frito em um restaurante que vende apenas produtos à base de carne.,Casey encomenda okra frito em um restaurante que vende apenas produtos à base de carne.,O Casey encomenda quiabo frito num restaurante que só vende produtos à base de carne.,Como você descreveria Casey?,Como descreveria Casey?,Como descreveria o Casey?,mudo para encomendá-lo,dumb for ordering it,É estúpido por ordenar isso.,Como se ele tivesse cometido um erro,como cometeu um erro,Como se tivesse cometido um erro.,Alguém que gostou de quiabo,riz,Alguém que gostava de quiabo,C
24632,"Depois de ver Lee beijar outra pessoa, Jan acusou Lee de trapacear.","Depois de ver Lee kiss, Jan acusou Lee de tropeçar.","Depois de ver Lee beijar outra pessoa, Jan acusou Lee de trair.",O que Jan vai querer fazer a seguir?,O que queremos Jan?,O que vai o Jan querer fazer a seguir?,Rompendo com Lee,break up with Lee,- Acabar com o Lee.,Casar com Lee,casar-se com Lee,Casar com Lee.,Quero um beijo de Lee,quer um kiss de Lee,Quero um beijo do Lee.,A
24633,"Cameron estava lutando financeiramente, então Ash pagou as contas de Cameron para mantê-los à tona e não perder seu arrendamento.","Cameron estava lutando financeiramente, Ash pagou as contas de Cameron para mantê-las e não perder","A Cameron estava com problemas financeiros, por isso o Ash pagou as contas da Cameron para que não perdessem o aluguer.",O que vai acontecer com Cameron?,O que acontecerá com Cameron?,O que vai acontecer com a Cameron?,Eles vão ajudar Cameron,ajudarão Cameron,Eles vão ajudar a Cameron .,Agradecimentos,ser obrigado,ser grato,Mantenha sua locação,manter a sua duração,manterem a sua locação,C
24634,Kai assistiu a filmes o dia todo.,Kai assistiu filmes durante todo o dia.,O Kai assistiu filmes o dia todo.,O que Kai precisa fazer antes disso?,O que o Kai precisa fazer antes disso?,O que é que o Kai precisa de fazer antes disto?,gosta de relaxar e assistir tv,gosta de relaxar e assistir a tv,Gosta de relaxar e ver televisão.,Veja muitos filmes,ver a série de filmes,Ver muitos filmes,Decida o que assistir,decidir o que assistir,Decidir o que ver,C
24635,Lee deu a Kendall uma oportunidade para um trabalho na escola com crianças carentes.,Lee deu a oportunidade de um trabalho na escola com crianças desprovidas.,Lee deu a Kendall uma oportunidade de trabalhar na escola com crianças carentes.,O que vai acontecer com Kendall?,O que acontecerá com Kendall?,O que vai acontecer com a Kendall?,trabalhar com Kendall e ensinar coisas,trabalhar com kendall e ensinar as coisas,Trabalhar com Kendall e ensinar coisas,dar graças,dar o agradecimento,Agradeça,monitorar o crescimento de Kendall,monitorizar o crescimento de kendall,Monitorar o crescimento de Kendall,B
24636,Carson finalmente concordou em levar Ash para o parque.,Carson concordou em levar Ash ao parque.,Carson acabou por aceitar levar Ash ao parque.,Como Ash se sentiria como resultado?,Como seria que Ash sentisse como resultado?,Como se sentiria Ash?,um bom amigo,um bom amigo,Um bom amigo.,comprometendo,comprometimento,comprometimento,brincalhão,lúdico,brincalhão,C
24637,"Depois de perder a luta, Skylar mentiu aos pés de Quinn, inconsciente e sangrento.","Após perder a luta, Skylar estava deitado nos pés de Quinn, inconsciente e","Depois de perder a luta, a Skylar deitou-se aos pés do Quinn, inconsciente e ensanguentada.",O que a Skylar precisa fazer antes disso?,O que o Skylar precisa fazer antes disso?,O que é que a Skylar precisa de fazer antes disto?,perder um dólar para Quinn,perder um dólar para Quinn,Perder um dólar para Quinn,Entre em um abraço com Quinn,entrar num abraço com Quinn,Abraçar o Quinn,entrar em uma briga com Quinn,entrar numa luta com Quinn,entrar em uma briga com Quinn,C
24638,"Aubrey viu que Lee precisava de ajuda, então ele dirigiu o curso de ação de Lee.",aubrey viu o lee necessitado de ajuda para que ele direcionou o le,"O Aubrey viu que o Lee precisava de ajuda, por isso dirigiu o curso de acção do Lee.",Como você descreveria Aubrey?,Como descreveria Aubrey?,Como descreveria o Aubrey?,tipo,tipo,simpático,Gratidão,gratidão,Agradecido,Como egoísta,como esquecimento,como egoísta,A
24639,Kendall aumentou sua pontuação em dez por cento depois que todos zombaram deles por sua baixa pontuação.,Kendall aumentou em dez por cento o escore após todos se divertirem com o,Kendall aumentou a pontuação em dez por cento depois de todos se rirem deles pela baixa pontuação.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,tola,autóctones,louco,Cheio de coragem,íntegro,Cheio de coragem,vindicado,vindicada,Revindicado,A
24640,Quinn ofereceu qualquer coisa em troca da ajuda e esforço de Alex para ter sucesso com o plano.,Quinn ofereceu qualquer coisa em troca para o auxílio de Alex e o esforço para conseguir o sucesso,Quinn ofereceu qualquer coisa em troca da ajuda e esforço da Alex para ter sucesso com o plano.,O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,Pedir dinheiro para Quinn,pedido de dinheiro da Quinn,Pedir dinheiro ao Quinn.,Evite Quinn,Quinn,Evita o Quinn.,Discutir com Quinn,Argumentam com Quinn,Discutir com o Quinn.,A
24641,Pensamentos de Remy estavam na mente de Aubrey o dia todo e não conseguiam parar.,Pensamentos de Remy estavam na mente de Aubrey durante todo o dia e não podiam,Os pensamentos do Remy estavam na mente do Aubrey o dia todo e não conseguia parar.,Como Aubrey se sentiria como resultado?,Como sentiria Aubrey como resultado?,Como se sentiria o Aubrey?,entediada,prurido,Aborrecido.,faz declarações provocadoras de pensamento,faz reflexões suscitando afirmações,faz declarações que provocam pensamento,giddy,amarelo,Vertigem,C
