,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
3476,Kai pegou a bolsa de Casey e foi para o shopping para levá-la para Casey.,Kai agarrou o saco de Casey e dirigiu-se ao mall para levá-,O Kai pegou na bolsa do Casey e foi para o centro comercial para a levar ao Casey.,O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,obter uma bebida e pop um pouco de pipoca,toma uma bebida e toma um pouco de pipoca,Beba e come pipocas .,Obtenha as chaves do carro e desbloqueie o carro,chegue às chaves de carro e desbra o carro,Pegue as chaves do carro e desbloqueie o carro.,Ligue a TV para ver suas histórias,volta para a TV para assistir suas histórias,Ligue a televisão para ver as histórias deles.,B
3477,"Riley estava tendo problemas com sua saúde, então Riley começou a caminhar.","Riley estava tendo problemas com a saúde, então Riley começou a andar.","A Riley estava a ter problemas de saúde, por isso a Riley começou a fazer caminhadas.",Como você descreveria Riley?,Como descreveria Riley?,Como descreveria a Riley?,Alguém determinado a ficar em forma,alguém decidiu se adequar,Alguém determinado a ficar em forma.,Muito melhor.,Muito melhor,Muito melhor.,Alguém que ignora a sua saúde,alguém que desconsidera sua saúde,alguém que não tem cuidado com a saúde dele,A
3478,Kai se casou com uma garota que ele conheceu na cidade quando ele foi para lá de férias.,kai casou com uma menina que conheceu na cidade quando esteve lá para férias.,Kai casou com uma rapariga que conheceu na cidade quando foi lá de férias.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Recusar-se a apoiar o kai,recusar apoiar o kai,recusa-se a apoiar Kai,Conheça uma garota,encontro uma menina,Conheça uma rapariga.,Incentivar o kai,incentivo à kai,encorajar kai,C
3479,Jan abriu uma loja do outro lado da rua de um local popular.,Jan abriu uma loja na rua a partir de uma rua popular.,Jan abriu uma loja do outro lado da rua de um local popular de sair.,O que Jan precisa fazer antes disso?,O que é necessário para Jan antes disso?,O que é que a Jan precisa de fazer antes disto?,comprar suprimentos para a loja,compra de insumos para a loja,comprar suprimentos para a loja,Locais de pesquisa para abrir em,a abertura de uma unidade de investigação,O número de postos de investigação a abrir,Espalhe o nome da loja,au,Espalhe o nome da loja,B
3480,Taylor jogou videogames por horas todos os dias. Taylor bateu todos os adversários e manteve a maior pontuação.,"Taylor fez vídeos por horas diárias, Taylor batia todos os adversários e manteve a pontuação mais",Taylor jogava videogames durante horas todos os dias.,Por que Taylor fez isso?,Por que Taylor fez isso?,Porque é que a Taylor fez isto?,Queria desfrutar da confiança,quis aproveitar a confiança,Queria desfrutar da confiança,Comprar o jogo,Compra do jogo,Compra o jogo.,Pratique o jogo,Praticar o jogo,Pratique o jogo.,C
3481,Robin foi acampar com seu amigo Cameron e mostrou-lhes um bom tempo.,Robin foi acampar com seu amigo Cameron e mostrou-lhes um bom momento.,A Robin foi acampar com o amigo Cameron e deu-lhes um bom tempo.,O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,assar alguns marshmallows,amarelos,assar uns marshmallows,pular o acampamento,skip the camping,Esqueça o acampamento.,ir para casa,ir para casa,Vai para casa.,A
3482,Taylor estava ficando quente e queria perder uma camada. Eles colocaram seu manto no trono.,"Taylor estava aquecido e queria perder uma camada, colocaram o seu manto no trótio",Taylor estava a ficar quente e queria perder uma camada.,O que Taylor vai querer fazer a seguir?,O que queremos por Taylor?,O que é que a Taylor vai querer fazer a seguir?,Consiga um pouco de água,án,Traz água.,Caminhe até o trono,caminhar até o trono,caminhar até ao trono,Assista a um desfile,ver um desfile,ver um desfile,A
3483,"Quando a irmã de Carson a acusou de roubar sua escova de cabelo, Carson lavou as mãos do drama.","Quando a irmã de Carson a acusou de furtar a sua escova, Carson","Quando a irmã de Carson a acusou de roubar sua escova de cabelo, Carson lavou as mãos do drama.",Como Carson se sentiria depois?,Como senti-lo-ia depois?,Como é que o Carson se sentiria depois?,indignados com as acusações,indignante quanto às acusações,indignado com as acusações,Irritado que sua irmã a acusasse de,ira que sua irmã lhe acusasse,Furiosa por a irmã a ter acusado.,Fico feliz em ignorar sua irmã,feliz por ignorar sua irmã,Feliz por ignorar a irmã dela.,C
3484,Remy passou para incentivar seu amigo a jogar alguns jogos no parque.,A minha remessa passou a incentivar o amigo a jogar alguns jogos no parque.,O Remy passou por lá para encorajar o amigo a jogar no parque.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,preguiçoso agora,preguiça agora,Agora é preguiçoso.,Passivo agora,passivo agora,Passiva agora.,habilidoso agora,agora qualificada,Agora hábilito.,B
3485,A Tracy chegou a tempo e puderam jantar com a família.,"Tracy o fez em casa no tempo, eles conseguiram jantar com a família.",A Tracy chegou a tempo e eles conseguiram jantar com a família.,Como Tracy se sentiria depois?,Como o Tracy se sentiria depois?,Como se sentiria a Tracy depois?,Cansado de jantar com a família,Cansado para ter jantar com a família,Cansados de jantar com a família.,agitado depois de correr para casa para o jantar,agitados após a corrida em casa para o jantar,Agitado depois de correr para casa para jantar,Feliz em jantar com a família,feliz ter o jantar com a família,felizes por jantar com a família,C
3486,Sydney colocou as caixas em armazenamento para manter os quadrinhos seguros.,Sydney colocou as caixas em armazenamento para manter os quadrinhos seguros.,A Sydney colocou as caixas no armazém para manter os quadrinhos seguros.,Como você descreveria Sydney?,Como descreveria Sydney?,Como descreveria Sydney?,aliviado,alívio,- Desligado.,ptimo.,boa,- É bom.,prudente,prudente,prudente,C
3487,Kendall contou a Aubrey muitas histórias sobre seus anos passados como dançarina em um show em Las Vegas.,Kendall contou a Aubrey muitos contos sobre seus anos de dança em uma mostra de,Kendall contou a Aubrey muitas histórias sobre os anos que passou como dançarina em um show em Las Vegas.,O que vai acontecer com Kendall?,O que acontecerá com Kendall?,O que vai acontecer com a Kendall?,reviver memórias felizes como resultado de compartilhar suas histórias,reviver memórias felizes em decorrência do compartilhamento de suas histórias,Reviver memórias felizes como resultado de compartilhar suas histórias,triste que ela estava longe de casa por anos,triste que ela estivesse longe de casa há anos,Triste por ela estar longe de casa há anos.,Candidate-se a uma posição como dançarino em Las Vegas,Pedido de uma posição de dançante em Las Vegas,Candidato a um emprego de bailarina em Las Vegas.,A
3488,Sydney ofereceu seu tempo no abrigo de sem-teto e afetou muitas vidas.,Sydney voltou seu tempo na casa de rua e afetou muitas vidas.,Sydney voluntariou o seu tempo no abrigo para sem-abrigo e afetou muitas vidas.,Como você descreveria Sydney?,Como descreveria Sydney?,Como descreveria Sydney?,Como ela fez do mundo um lugar melhor,como ela fez o mundo um lugar melhor,Como se ela tivesse feito do mundo um lugar melhor.,um valentão,um bullying,um valentão,Tão generoso,tão generoso,tão generoso.,C
3489,"Alex era um tomador de risco, então ele fez uma grande aposta.","alex foi um jogador de risco, portanto ele tomou um grande jogo.","O Alex era um corretor de riscos, por isso arriscou-se imenso.",O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,Veja se ele ganhou a aposta,ver se ele venceu o jogo,Ver se ele ganhou a aposta .,Esqueça o seu jogo,esquecimento sobre seu jogo,Esquece a aposta dele.,Necessário para gostar de jogos de azar,Necessidade de gostar de jogar,precisava gostar de jogar,A
3490,Kendall era um desenvolvedor de software de computador em sua empresa. Kendall forneceu Jordan a interface.,"Kendall foi um desenvolvedor de software de computador em sua empresa, e Kendall",Kendall era desenvolvedora de software na empresa deles e forneceu a interface à Jordan.,Como você descreveria Kendall?,Como descrever Kendall?,Como descreveria a Kendall?,para partilhar as suas ideias,", partilhar de suas ideias",A Comissão Europeia,Fazer as coisas proprietárias,tornar as coisas próprias,fazer coisas proprietárias,útil,,útil,C
3491,Jordan não podia mais manter um segredo e disse a todos o que Addison tinha dito.,A Jordânia não conseguiu mais manter um segredo e contou a todos o que Addison havia dito,Jordan não podia mais guardar segredo e contou a todos o que Addison tinha dito.,Como a Addison se sentiria como resultado?,Como senti-lo-ia Addison?,Como se sentiria Addison?,Como se fossem adorados,como são adortados,Como se fossem adorados.,Como se tivessem mentido para,como se encontrassem,Como se tivessem sido enganados.,Como se fossem amados,como são amados,Como se fossem amados.,B
3492,"Robin fez Bailey conhecido, indo com ela para o grande baile.",Robin fez a amizade de Bailey indo concomitantemente com o grande prom.,"A Robin fez o conhecimento da Bailey, indo com ela ao grande baile.",O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,Aproxime-se de Bailey,chegue perto de Bailey,Aproxima-te do Bailey .,entediada,prurido,Aborrecido.,Amado,amado,Amado,A
3493,Riley fez experimentos para o estudo e observou os resultados para o artigo.,Riley realizou experimentos para o estudo e observou os resultados para o trabalho.,Riley fez experiências para o estudo e anotou os resultados para o artigo.,Porque é que a Riley fez isto?,Por que o Riley fez isso?,Porque é que a Riley fez isto?,Ajudar a explicar o estudo,ajuda a explicar o estudo,ajudar a explicar o estudo,Prepare-se para o experimento,preparação para o experimento,Preparar para a experiência,Decidir sobre um experimento para fazer,decidir sobre uma experiência a realizar,decidir sobre um experimento a fazer,A
3494,Carson sabia que seus amigos iriam querer um pouco do dinheiro que ele tinha acabado de encontrar.,Carson sabia que seus amigos queriam algum dinheiro que ele tinha encontrado.,Carson sabia que seus amigos iriam querer algum do dinheiro que ele tinha acabado de encontrar.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,force Carson a compartilhar,Força de partilha,Carson força a partilhar,Ignorar Carson,ignorar Carson,Ignora o Carson .,mentir e dizer que ele deu o dinheiro,deitar e dizer que ele deu o dinheiro,Mentir e dizer que ele deu o dinheiro fora,A
3495,Cameron impediu-os de obter qualquer droga dele durante o assalto.,Cameron os impediu de obter qualquer droga durante o assalto.,Cameron impediu-os de obter drogas dele durante o assalto.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Chamar a polícia,chame os copos,Chama a polícia.,Admita o crime,admitir o crime,Admitir o crime,não ser pego,Não chegue a ser,Não te deixes apanhar.,C
3496,"Jan e Kendall foram a um cassino juntos. Enquanto Kendall estava no banheiro, Jan usou as fichas de Kendall em um jogo e perdeu todas elas.","Jan e Kendall foram a um casino juntos, enquanto Kendall estava no banheiro","Jan e Kendall foram juntos a um casino, e enquanto Kendall estava na casa de banho, Jan usou as fichas de Kendall num jogo e perdeu-as todas.",O que Jan vai querer fazer a seguir?,O que queremos Jan?,O que vai o Jan querer fazer a seguir?,desculpar-se,Pedidos,Peço desculpa.,Fique no casino,permanência no casino,Fica no casino.,assistir kendall ir para o banheiro,assistir a que a senhora vai ao banheiro,Vê a Kendall ir à casa de banho .,A
3497,Aubrey disse a Addison que eles queriam convidar um garoto bonito chamado Stew para sair.,Aubrey contou a Addison que queria pedir a um menino de corte chamado Stew,A Aubrey disse à Addison que queriam convidar um rapaz giro chamado Stew para sair.,O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,abordagem Stew,approach Stew,Aproximação Guisado,ficar sozinho,estar sozinho,- Não .,Esquecer Stew,esquecimento,Esquece o Stew.,A
3498,"Quinn sempre batia em sua esposa no xadrez, mesmo que ela fosse melhor educada do que ele.","Quinn sempre batia na mão de obra, embora tivesse melhor escolaridade que ele.","Quinn sempre venceu a mulher no xadrez, apesar de ela ter mais educação que ele.",Como Quinn se sentiria depois?,Como se sentiria Quinn depois?,Como se sentiria o Quinn depois?,Orgulhoso de si mesmo,orgulha de si,orgulhoso de si mesmo.,Insegurança em si mesmo,inseguro sobre si,inseguro em si mesmo,como calma,como calmo,tão calmo,A
3499,O Kendall deu-me uma dor de cabeça quando me bateu na cabeça com o punho.,Kendall me deu uma cefaleia quando me bateu na cabeça com o punho.,A Kendall fez-me dor de cabeça quando me bateu na cabeça com o punho.,Como você descreveria Kendall?,Como descrever Kendall?,Como descreveria a Kendall?,Uma pessoa girly,Uma pessoa do sexo feminino,Uma pessoa feminina.,Culpado por me magoar,culpabilizada por ferir- me,culpado por me magoar.,Uma pessoa perturbada,Uma pessoa com problemas,Uma pessoa perturbada,C
3500,Riley saiu do jogo quando machucou o pé.,Riley saiu da brincadeira quando ela dói o pé.,A Riley deixou o jogo quando se magoou no pé.,O que Riley vai querer fazer a seguir?,O que queremos com Riley?,O que é que a Riley vai querer fazer a seguir?,Necessário para jogar o jogo,necessitou de jogar o jogo,precisava de jogar o jogo,torcer por sua equipe,ânimo pela equipe,Alegre-se pela sua equipa.,um bom companheiro de equipe,um bom companheiro de equipe,Um bom companheiro de equipa.,B
3501,Jesse guardou o ano todo para um carro e finalmente conseguiu o carro que eles queriam.,Jesse salvou todo ano para um carro e finalmente conseguiu o carro que queriam.,O Jesse poupou o ano todo para comprar um carro e finalmente conseguiu o carro que queriam.,Porque é que o Jesse fez isto?,Por que Jesse fez isso?,Porque é que o Jesse fez isto?,Leve o carro para casa,traga o carro para casa,Traz o carro para casa.,Ter um carro,ter um carro,ter um carro,Faça com que comprem o que querem,obtê-los para comprar o que quiser,Fazer com que comprem o que querem,B
3502,"Enquanto limpava o sótão, Ash percebeu que eles tinham coisas demais.","Enquanto limpava o tátio, Ash passou a perceber que tinha muita coisa.","Enquanto limpava o sótão, Ash percebeu que tinham muitas coisas.",Como Ash se sentiria depois?,Como se sentiria Ash depois?,Como é que o Ash se sentiria depois?,Insatisfeito com o número de itens que você precisa comprar,débito com o número de itens que eles precisarão adquirir,"Infelizmente, não há nada que possa fazer.",Insatisfeito com a falta de itens que eles possuíam,débito com a falta de itens que eles possuem,Infelizes pela falta de coisas que possuíam,chateado com a quantidade de trabalho que será necessário para se livrar das coisas,inquietação com a quantidade de trabalho que será necessário para se livrar das coisas,"Infelizmente, não sei o quanto vai ser preciso para me livrar de coisas.",C
3503,Sydney levou sua amiga para um jantar para fazê-los se sentir melhor.,Sydney tirou a amiga para um jantar para que sentissem melhor.,A Sydney levou a amiga a jantar para se sentirem melhor.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Destruída,destruição,destruído,Como uma pessoa que dá,como uma pessoa que dá a vida,como uma pessoa que dá,aliviado,alívio,- Desligado.,C
3504,"Carson não podia trazer todas as suas coisas quando eles se moviam, então Skylar empacotou suas coisas para eles.",O cara não conseguiu trazer todas as suas coisas quando se moveram de modo que o Skylar,"A Carson não pôde levar as coisas quando se mudaram, por isso a Skylar fez as malas deles.",O que a Skylar precisa fazer de antemão?,O que o Skylar precisa de fazer antes?,O que é que a Skylar precisa de fazer antes?,Arranje mais dinheiro,ganhar mais dinheiro,Arranja mais dinheiro.,Perguntado por Carson,ser perguntado por Carson,- Que o Carson pergunte .,Leve-os de Skylar,lev- los de Skylar,Leva-os da Skylar .,B
3505,Jan se separou de seu marido e se casou com uma estrela de cinema rica.,Jan separou-se de seu marido e casou com uma rica estrela de cinema.,Jan se separou do marido e casou-se com uma rica estrela de cinema.,O que os outros vão querer fazer a seguir?,O que queremos?,O que os Outros vão querer fazer a seguir?,Decidir deixar o marido,decidir deixar o marido,Decidiram deixar o marido.,Conheça a estrela de cinema,conhecer o filme estrela,Conheça a estrela de cinema,Tire fotos com ela,Tome fotos com ela,Tirem fotos com ela.,B
3506,Sydney chamou meu nome quando eles me viram e ignoraram todos os outros olhando.,Sydney chamou meu nome quando me viram e ignoraram todos os outros.,A Sydney chamou o meu nome quando me viram e ignoraram todos os outros que olhavam.,Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,Como ir a Sydney,como passar para Sydney,Como ir para Sydney.,Como saudar Sydney,como a saudação de Sydney,Como cumprimentar Sydney,deixado de fora,< < < < < < < < < ,Deixado de fora,C
3507,Tracy apoiou os pontos de vista de Taylor depois de ouvi-la explicá-los.,Tracy apoiou as opiniões de Taylor após ouvir suas explicações.,Tracy apoiou os pontos de vista de Taylor depois de ouvi-la explicá-los.,O que Tracy precisa fazer antes disso?,O que é necessário para Tracy antes disso?,O que é que a Tracy precisa de fazer antes disto?,Conheça os pontos de vista de Taylor,conhecer as opiniões de Taylor,Conheço os pontos de vista do Taylor.,Concórdia com Taylor,concursado com Taylor,Concordo com o Taylor .,Concordo com Taylor,concordar com Taylor,Concordo com o Taylor .,A
3508,Remy teve uma infecção ruim e acabou ficando no hospital por uma semana.,Remy tinha infecção ruim e acabou internando na instituição há uma semana.,O Remy teve uma infecção grave e acabou por ficar no hospital durante uma semana.,O que Remy precisa fazer antes disso?,O que é necessário fazer por Remy antes disso?,O que é que o Remy precisa de fazer antes disto?,Fique em casa,permanência em casa,Fique em casa.,Tome todos os seus medicamentos a tempo,Tomar todos os medicamentos no momento,tomar todos os medicamentos a tempo,Vá ver o médico,consulte o médico,Vai ver o médico.,C
3509,Ash usou o carro de Aubrey para ir à loja porque ela estava na loja.,Ash usava o carro de Aubrey para ir à loja porque estava na loja.,A Ash usou o carro da Aubrey para ir à loja porque o dela estava na loja.,Por que Ash fez isso?,Por que o Ash fez isso?,Porque é que o Ash fez isto?,ir às compras,compras,Vai às compras.,Roubar o carro,furtar o carro,Roubar o carro.,Annoy Aubrey,Aborrecer,"- Não , não .",A
3510,Riley começou a cavar uma sepultura porque ela matou alguém.,Riley começou a cavar uma pedra porque matou alguém.,A Riley começou a cavar uma sepultura porque matou alguém.,Como Riley se sentiria depois?,Como se sentiria Riley depois?,Como é que a Riley se sentiria depois?,excitado,excitação,excitado,feliz,feliz,feliz,culpado,culpa,culpado,C
3511,Sasha e Riley foram ao shopping e Riley roubou uma pulseira de uma loja.,Sasha e Riley foram ao mall e Riley roubaram uma pulseira de,Sasha e Riley foram ao centro comercial e a Riley roubou uma pulseira de uma loja.,O que Sasha precisa fazer antes disso?,O que é necessário para que Sasha possa fazer antes disso?,O que é que o Sasha precisa de fazer antes disto?,Pegue a pulseira,celet,- Pega na pulseira .,Faça Riley feliz,fazer com que Riley se agradeça,Fazer a Riley feliz.,Avisar Riley antes de dizer à mãe de Riley,Adverte Riley antes de contar a mãe de Riley,Avisa a Riley antes de contar à mãe dela.,A
3512,"Alex mentiu para Cameron, mas estava preocupado que ele poderia ter deixado provas para trás.","Alex estava de acordo com Cameron, mas estava preocupado com a possibilidade de ter evidências por trás.","Alex mentiu para Cameron, mas estava preocupado que ele pudesse ter deixado provas para trás.",O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,Seja desonesto,ser desonest,ser desonesto,Seja um mentiroso,ser uma pedra,ser um mentiroso,Cobrir seus rastros,a cobrir as suas faixas,Cubram os seus rastros.,C
3513,Sydney queria falar com Riley para que ela pudesse terminar com ele.,Sydney queria falar com Riley para que pudesse romper com ele.,A Sydney queria falar com a Riley para que ela pudesse acabar com ele.,O que Sydney precisa fazer antes disso?,O que é necessário para Sydney antes disso?,O que é que a Sydney precisa de fazer antes disto?,Decidir que ela queria se separar,decidir que queria romper,Decidir que ela queria acabar,Larga-o.,despejo,Larga-o .,Rompendo com ele,REINHECIMENTO DE UM,- Acaba com ele.,A
3514,Jesse estava tomando um banho e decidiu limpar o chuveiro quando ele estava feito.,Jesse estava tomando banho e decidiu limpar o banho quando o mesmo foi feito.,O Jesse estava a tomar banho e decidiu limpar o chuveiro quando terminou.,Porque é que o Jesse fez isto?,Por que Jesse fez isso?,Porque é que o Jesse fez isto?,Faz isso por vingança,faz isto para a vingança,Faz isto por vingança?,faz isso para irritar os outros,isso incomoda os outros,Faz isto para irritar os outros?,de forma limpa,límpido,limpo,C
3515,A Sasha pôs o Casey em espera quando recebeu outra chamada na outra linha.,Sasha colocou Casey em cessão quando ela entrou em contato com outra linha.,A Sasha pôs o Casey em espera quando recebeu outra chamada na outra linha.,O que vai acontecer com Casey?,O que acontecerá com Casey?,O que vai acontecer ao Casey?,ser saudado pelo outro chamador,ser saudada pelo outro caller,Que o outro chamador te dê boas-vindas.,sem importância,desvalorização,Não é importante,Preocupação de que Casey vai desligar,Preocupação com o facto de Casey ficar suspenso,Preocupado que o Casey desligue.,C
3516,Kai deixou seus filhos entrarem na água para nadar na piscina.,Kai deixe seus filhos entrarem na água para nadar na piscina.,Kai deixa os filhos entrarem na água para nadar na piscina.,Como você descreveria Kai?,Como descreveria Kai?,Como descreveria o Kai?,kai quem tem piscina,kai que nadou uma piscina,Kai que tem uma piscina,kai que tem como achildren,kai que tem como crianças,Kai que tem como achildren,Como alguém que quer que eles se divirtam,Como alguém que queira ter diversão,Como alguém que quer que se divirtam,C
3517,"o quarto era muito escuro para eles para ver as imagens claramente, Jesse segurou a cortina para eles.","a sala era muito escura para que eles vissem as imagens de forma clara,Jesse mantinha","A sala estava muito escura para verem as fotos claramente, Jesse segurou a cortina para eles.",Como Jesse se sentiria depois?,Como Jesse se sentiria depois?,Como se sentiria o Jesse depois?,Irritado por ajudar,náusea por ajudar a,zangado por ajudar,Bom para ajudar,bom para ajudar,É bom ajudar.,Rico para o ato,ricos em virtude do ato,- Rico para o ato.,B
3518,Sydney concentrou-se na bola nas mãos antes de jogá-la na rede e marcar.,Sydney concentrou a bola nas mãos antes de a jogar na rede e na pontuação.,Sydney concentrou-se na bola nas mãos antes de jogá-la na rede e marcar.,Como você descreveria Sydney?,Como descreveria Sydney?,Como descreveria Sydney?,metódico,metódica,metodológico,Preguiçosa,preguiça,preguiçoso,Atlético,Atlético,atlético,C
3519,Aubrey tentou se afastar do argumento para que o conflito não aumentasse.,Aubrey tentou fugir do argumento para que o conflito não fosse acirrado.,A Aubrey tentou fugir da discussão para que o conflito não se intensificasse.,Como você descreveria Aubrey?,Como descreveria Aubrey?,Como descreveria o Aubrey?,agressivo,agressivo,agressivo,Passivo,passiva,passivo,hostil,hostilidade,hostilidade,B
3520,Ash trouxe a família de Lee de férias para que eles não estivessem sozinhos na viagem.,Ash trouxe a família de Lee em férias para que não estivessem sozinhos na viagem.,O Ash levou a família do Lee de férias para não estarem sozinhos.,O que Lee vai querer fazer a seguir?,O que queremos Lee?,O que é que o Lee vai querer fazer a seguir?,Peça a Lee para ficar em outro lugar,Pedir a Lee para ficar em outro lugar,Peça ao Lee para ficar noutro lugar .,Embale um pouco de comida,Embalagens de alguns alimentos,- Arranje comida.,Passar tempo com a família de Lee,tempo com a família de Lee,passar tempo com a família do Lee.,C
3521,A Addison tem um carro novo na concessionária hoje.,Addison ganhou um carro novo na hoje feira.,A Addison comprou um carro novo hoje.,Como você descreveria Addison?,Como descreveria Addison?,Como descreveria a Addison?,Muito zangado.,Muito raiva,Muito zangado.,Desesperado,Desesperado,Desesperado .,Como se ela fosse nova,Como ela era nova,Como se fosse nova.,C
3522,Jesse subiu a montanha e olhou para o terreno na frente dele.,Jesse subiu a montanha e olhou o terreno em sua frente.,Jesse subiu o monte e olhou para o terreno à sua frente.,Porque é que o Jesse fez isto?,Por que Jesse fez isso?,Porque é que o Jesse fez isto?,Veja o quão longe ele tinha ido,ver até que ponto ele já tinha passado,ver até onde ele tinha ido,Compre um carro novo,compra de um novo carro,comprar um carro novo,Dormir na sujeira,sono sujo,dormir na terra,A
3523,"Antes de assistir ao noticiário das 22h, Jan precisava lavar o carro e tomar um banho.","Antes de assistir às 10 horas de notícia, Jan necessitou de lavar o carro","Antes de ver as notícias das 22h, Jan precisava lavar o carro e tomar banho.",O que Jan precisava fazer antes de ver as notícias?,O que o Jan precisou antes de assistir a notícia?,O que Jan precisava fazer antes de ver as notícias?,ir para a cama,ir ao leito,Vai para a cama.,Precisava lavar o carro,necessitou de lavar o carro,Ela precisava de lavar o carro.,Precisava de levar o carro para fora às 22h.,necessitou de levar o carro para fora às 10h,Ela precisava de levar o carro às 22h.,B
3524,"Sasha tinha pago Riley por serviços prestados por cheque porque eles não tinham dinheiro na mão, e depois de deixar o site, Riley descontado cheque de Sasha.","Sasha pagou o Riley pelos serviços prestados por check, pois não possuíam dinheiro disponível","Sasha pagou Riley por serviços prestados por meio de cheque porque não tinham dinheiro na mão, e depois de sair do local, Riley trocou o cheque de Sasha.",O que Sasha vai querer fazer a seguir?,O que queremos com Sasha?,O que é que o Sasha vai querer fazer a seguir?,review Trabalho de Riley,Revisão do trabalho de Riley,Revisão do trabalho do Riley .,Sair para o almoço,sai para o almoço,sair para almoçar,abrir uma conta bancária,abertura de uma conta bancária,abrir uma conta bancária,A
3525,Sydney colocou uma panela de água no fogão para fazer chá fresco para os clientes.,Sydney colocou um pote de água no fogão para fazer chá doce para os clientes.,Sydney colocou uma panela de água no fogão para fazer chá fresco para os clientes.,O que Sydney precisa fazer antes disso?,O que é necessário para Sydney antes disso?,O que é que a Sydney precisa de fazer antes disto?,acender o fogão a gás,lâmpada a gás estufa,acenda o fogão a gás,Seja um bom funcionário,ser um bom empregado,ser um bom empregado,despeje um copo de suco,de sumo,Despeje um copo de sumo.,A
3526,O Remy precisava de dinheiro rápido e viu a carteira do Aubrey ali sentada.,Remy necessitou de dinheiro rápido e viu a carteira de Aubrey ali se,O Remy precisava de dinheiro e viu a carteira da Aubrey ali.,Como Remy se sentiria depois?,Como se sentiria depois de Remy?,Como é que o Remy se sentiria depois?,ruim que ele estava nessa situação,ruim que ele estivesse naquela situação,Foi mau que ele estivesse nessa situação.,feliz que ele poderia tirar proveito de seu amigo,feliz ele poderia tirar proveito de seu amigo,Feliz por ter aproveitado o seu amigo.,feliz que ele achou roubar tão fácil,feliz que ele encontrou roubo tão fácil,Feliz por ter achado que roubar era tão fácil .,A
3527,Casey queria fazer uma viagem a Londres naquele verão. Casey foi on-line e reservou sua viagem.,"Casey queria fazer uma viagem a Londres no verão, Casey fez uma viagem online e marcou","O Casey queria ir a Londres no verão, foi online e reservou a viagem.",Como você descreveria Casey?,Como descreveria Casey?,Como descreveria o Casey?,um tomador de risco,um tomador de risco,um tomador de riscos,exhilarated,Exhilado,- Exultante.,excitado,excitação,excitado,C
3528,Jan ajudou a família de Cameron a se mudar para sua nova casa.,Jan ajudou a família de Cameron a se deslocar para a sua nova casa.,Jan ajudou a família de Cameron a mudar-se para a sua nova casa.,O que Jan vai querer fazer a seguir?,O que queremos Jan?,O que vai o Jan querer fazer a seguir?,Ajude a mover suas coisas,án,Ajudar a mover as coisas deles .,Queria ser gentil,quis ser do tipo,Queria ser gentil.,pedir pagamento,Pedido de pagamento,pedir pagamento,A
3529,Alex administrou a ira do Senhor à congregação que assistia.,Alex administrava a fúria do senhor à congregação de espectadores.,Alex administrou a ira do Senhor à congregação que assistia.,Como Alex se sentiria depois?,Como se sentiria Alex depois?,Como se sentiria o Alex depois?,infiel,in- fidedignos,infiel,uncaring,,Despreocupado,Como um missionário,como missionário,Como um missionário.,C
3530,Quinn levou a ideia de Carson para o projeto em sua classe.,Quinn tomou a ideia de Carson para o projeto em sua aula.,Quinn levou a ideia do Carson para o projeto na turma deles.,O que Carson vai querer fazer a seguir?,O que queremos por Carson?,O que é que o Carson vai querer fazer a seguir?,Use uma ideia diferente,utilizar uma ideia diferente,Use uma ideia diferente.,plano para ferrar sobre carson,planear parafusar a carinha,Planeia lixar o Carson .,Diga ao seu professor,contacte o seu professor,Diz ao professor deles,C
3531,Kendall devolveu-se no trabalho e Carson teve que assumir seus deveres.,Kendall devolvido no trabalho e Carson teve que assumir suas funções.,Kendall foi transferido para o trabalho e Carson teve de assumir os seus deveres.,Porque é que o Kendall fez isto?,Por que o Kendall fez isso?,Porque é que a Kendall fez isto?,Sair do trabalho,sair de trabalho,Sair do trabalho,Obter uma promoção,obter uma promoção,- ... para receber uma promoção .,Conheça todas as regras,conhecer todas as regras,Conheça todas as regras,A
