,MarianMT,Unicamp_T5,NLLB_1.3b,num_tokens,best_ranked
34132,75,60,80,59,NLLB_1.3b
34133,75,40,90,37,NLLB_1.3b
34134,85,70,90,38,NLLB_1.3b
34135,70,60,80,32,NLLB_1.3b
34136,70,60,80,24,NLLB_1.3b
34137,85,90,80,36,Unicamp_T5
34138,85,75,90,32,NLLB_1.3b
34139,85,70,90,28,NLLB_1.3b
34140,85,40,90,31,NLLB_1.3b
34141,85,70,90,26,NLLB_1.3b
34142,70,60,80,33,NLLB_1.3b
34143,75,50,85,24,NLLB_1.3b
34144,75,60,85,53,NLLB_1.3b
34145,90,85,95,22,NLLB_1.3b
34146,85,70,90,25,NLLB_1.3b
34147,85,75,90,38,NLLB_1.3b
34148,90,80,95,19,NLLB_1.3b
34149,85,70,65,22,MarianMT
34150,80,70,90,23,NLLB_1.3b
34151,85,70,90,45,NLLB_1.3b
34152,85,70,90,25,NLLB_1.3b
34153,75,80,90,30,NLLB_1.3b
34154,85,70,90,30,NLLB_1.3b
34155,70,50,90,38,NLLB_1.3b
34156,90,85,95,29,NLLB_1.3b
34157,70,80,65,34,Unicamp_T5
34158,85,90,80,29,Unicamp_T5
34159,70,40,90,32,NLLB_1.3b
34160,85,75,80,40,MarianMT
34161,75,50,60,23,MarianMT
34162,70,50,80,21,NLLB_1.3b
34163,80,50,90,23,NLLB_1.3b
34164,85,70,90,29,NLLB_1.3b
34165,85,70,90,29,NLLB_1.3b
34166,70,60,75,29,NLLB_1.3b
34167,80,70,90,45,NLLB_1.3b
34168,70,85,80,27,Unicamp_T5
34169,70,60,80,25,NLLB_1.3b
34170,90,70,80,19,MarianMT
34171,85,70,80,29,MarianMT
34172,85,70,90,23,NLLB_1.3b
34173,85,80,90,27,NLLB_1.3b
34174,70,60,80,34,NLLB_1.3b
34175,70,60,80,34,NLLB_1.3b
34176,70,60,80,18,NLLB_1.3b
34177,75,60,80,27,NLLB_1.3b
34178,85,70,90,44,NLLB_1.3b
34179,90,85,80,25,MarianMT
34180,85,75,90,34,NLLB_1.3b
34181,70,60,50,33,MarianMT
34182,75,60,80,37,NLLB_1.3b
34183,90,80,95,32,NLLB_1.3b
34184,75,80,85,29,NLLB_1.3b
34185,85,75,90,25,NLLB_1.3b
34186,85,60,90,32,NLLB_1.3b
34187,90,85,90,20,MarianMT
34188,85,60,95,39,NLLB_1.3b
34189,85,70,90,25,NLLB_1.3b
34190,75,60,80,35,NLLB_1.3b
34191,85,70,90,29,NLLB_1.3b
34192,85,60,90,25,NLLB_1.3b
34193,75,60,40,19,MarianMT
34194,85,70,90,22,NLLB_1.3b
34195,75,50,80,38,NLLB_1.3b
34196,60,80,70,27,Unicamp_T5
34197,85,75,90,35,NLLB_1.3b
34198,70,50,80,30,NLLB_1.3b
34199,75,85,90,39,NLLB_1.3b
34200,85,75,90,43,NLLB_1.3b
34201,85,75,90,30,NLLB_1.3b
34202,90,70,95,25,NLLB_1.3b
34203,85,70,90,29,NLLB_1.3b
34204,75,50,80,23,NLLB_1.3b
34205,75,60,80,24,NLLB_1.3b
34206,75,80,90,28,NLLB_1.3b
34207,85,90,95,31,NLLB_1.3b
34208,90,95,85,22,Unicamp_T5
34209,70,50,80,26,NLLB_1.3b
34210,90,85,95,30,NLLB_1.3b
34211,85,70,90,27,NLLB_1.3b
34212,80,90,70,38,Unicamp_T5
34213,70,40,60,29,MarianMT
34214,85,60,95,21,NLLB_1.3b
34215,70,30,60,27,MarianMT
34216,70,40,80,40,NLLB_1.3b
34217,85,70,90,40,NLLB_1.3b
34218,75,80,60,26,Unicamp_T5
34219,65,40,85,31,NLLB_1.3b
34220,75,90,60,25,Unicamp_T5
34221,75,60,85,23,NLLB_1.3b
34222,85,80,90,36,NLLB_1.3b
34223,85,70,90,28,NLLB_1.3b
34224,85,60,75,33,MarianMT
34225,85,80,90,42,NLLB_1.3b
34226,65,50,75,36,NLLB_1.3b
34227,70,50,80,29,NLLB_1.3b
34228,85,60,90,34,NLLB_1.3b
34229,85,70,90,21,NLLB_1.3b
34230,85,70,90,30,NLLB_1.3b
34231,75,50,85,42,NLLB_1.3b
34232,75,40,85,28,NLLB_1.3b
34233,85,75,90,40,NLLB_1.3b
34234,85,90,80,38,Unicamp_T5
34235,75,60,85,35,NLLB_1.3b
34236,85,60,90,31,NLLB_1.3b
34237,85,90,80,25,Unicamp_T5
34238,70,60,80,21,NLLB_1.3b
34239,70,85,80,31,Unicamp_T5
34240,90,75,85,22,MarianMT
34241,90,80,95,22,NLLB_1.3b
34242,85,75,90,26,NLLB_1.3b
34243,85,60,90,31,NLLB_1.3b
34244,85,90,75,40,Unicamp_T5
34245,70,60,80,38,NLLB_1.3b
34246,85,70,90,29,NLLB_1.3b
34247,80,0,90,19,NLLB_1.3b
34248,85,60,90,25,NLLB_1.3b
34249,85,90,95,40,NLLB_1.3b
34250,70,40,80,27,NLLB_1.3b
34251,90,85,85,31,MarianMT
34252,85,70,90,33,NLLB_1.3b
34253,75,40,85,24,NLLB_1.3b
34254,75,80,90,31,NLLB_1.3b
34255,85,90,80,26,Unicamp_T5
34256,85,80,90,31,NLLB_1.3b
34257,70,20,90,29,NLLB_1.3b
34258,80,60,90,39,NLLB_1.3b
34259,75,50,90,34,NLLB_1.3b
34260,85,60,90,28,NLLB_1.3b
34261,75,60,85,44,NLLB_1.3b
34262,85,70,90,30,NLLB_1.3b
34263,60,20,80,24,NLLB_1.3b
34264,85,50,90,22,NLLB_1.3b
34265,60,50,75,30,NLLB_1.3b
34266,70,80,90,21,NLLB_1.3b
34267,85,75,95,27,NLLB_1.3b
34268,70,50,80,32,NLLB_1.3b
34269,90,80,95,33,NLLB_1.3b
34270,75,65,80,38,NLLB_1.3b
34271,75,60,85,32,NLLB_1.3b
34272,70,60,55,42,MarianMT
34273,90,70,95,31,NLLB_1.3b
34274,85,75,80,33,MarianMT
34275,80,60,90,23,NLLB_1.3b
34276,85,75,90,34,NLLB_1.3b
34277,85,70,80,30,MarianMT
34278,85,90,80,20,Unicamp_T5
34279,65,60,70,24,NLLB_1.3b
34280,85,70,90,36,NLLB_1.3b
34281,90,85,80,25,MarianMT
34282,85,70,90,48,NLLB_1.3b
34283,75,85,80,37,Unicamp_T5
34284,80,60,70,31,MarianMT
34285,70,50,85,23,NLLB_1.3b
34286,85,90,80,27,Unicamp_T5
34287,80,70,85,27,NLLB_1.3b
34288,85,70,80,20,MarianMT
34289,85,70,90,30,NLLB_1.3b
34290,90,60,85,23,MarianMT
34291,85,70,90,27,NLLB_1.3b
34292,75,60,80,31,NLLB_1.3b
34293,75,60,40,35,MarianMT
34294,70,80,60,26,Unicamp_T5
34295,75,50,85,29,NLLB_1.3b
34296,85,70,90,36,NLLB_1.3b
34297,70,50,85,32,NLLB_1.3b
34298,70,50,85,30,NLLB_1.3b
34299,85,70,90,37,NLLB_1.3b
34300,75,50,80,20,NLLB_1.3b
34301,85,80,90,44,NLLB_1.3b
34302,75,60,85,25,NLLB_1.3b
34303,85,70,90,22,NLLB_1.3b
34304,90,95,100,24,NLLB_1.3b
34305,75,60,90,36,NLLB_1.3b
34306,85,75,90,54,NLLB_1.3b
34307,85,90,80,33,Unicamp_T5
34308,70,80,85,29,NLLB_1.3b
34309,75,60,85,35,NLLB_1.3b
34310,70,60,80,27,NLLB_1.3b
34311,65,45,70,31,NLLB_1.3b
34312,85,70,90,31,NLLB_1.3b
34313,70,85,75,37,Unicamp_T5
34314,85,70,80,24,MarianMT
34315,85,70,90,31,NLLB_1.3b
34316,90,70,85,33,MarianMT
34317,75,60,85,34,NLLB_1.3b
34318,75,50,90,36,NLLB_1.3b
34319,85,70,90,46,NLLB_1.3b
34320,85,70,90,34,NLLB_1.3b
34321,70,60,75,23,NLLB_1.3b
34322,82,76,60,33,MarianMT
34323,75,60,85,31,NLLB_1.3b
34324,75,80,90,28,NLLB_1.3b
34325,85,75,90,27,NLLB_1.3b
34326,85,70,90,42,NLLB_1.3b
34327,85,70,80,34,MarianMT
34328,75,60,85,31,NLLB_1.3b
34329,85,80,90,31,NLLB_1.3b
34330,70,60,80,46,NLLB_1.3b
34331,70,60,85,40,NLLB_1.3b
34332,85,90,95,38,NLLB_1.3b
34333,85,80,90,33,NLLB_1.3b
34334,70,60,80,29,NLLB_1.3b
34335,85,80,90,30,NLLB_1.3b
34336,85,90,75,40,Unicamp_T5
34337,75,50,60,32,MarianMT
34338,85,90,75,45,Unicamp_T5
34339,85,70,90,31,NLLB_1.3b
34340,90,70,95,34,NLLB_1.3b
34341,65,70,80,33,NLLB_1.3b
34342,85,70,90,36,NLLB_1.3b
34343,85,70,90,30,NLLB_1.3b
34344,80,70,90,39,NLLB_1.3b
34345,85,70,90,42,NLLB_1.3b
34346,80,85,75,27,Unicamp_T5
34347,75,80,85,32,NLLB_1.3b
34348,80,70,90,21,NLLB_1.3b
34349,70,60,80,46,NLLB_1.3b
34350,75,60,90,33,NLLB_1.3b
34351,85,90,95,33,NLLB_1.3b
34352,70,60,80,26,NLLB_1.3b
34353,85,70,90,37,NLLB_1.3b
34354,70,50,85,30,NLLB_1.3b
34355,85,90,75,34,Unicamp_T5
34356,85,90,80,32,Unicamp_T5
34357,85,90,90,26,Unicamp_T5
34358,75,60,85,44,NLLB_1.3b
34359,70,60,85,32,NLLB_1.3b
34360,85,70,90,36,NLLB_1.3b
34361,50,30,70,32,NLLB_1.3b
34362,85,70,90,36,NLLB_1.3b
34363,75,40,90,33,NLLB_1.3b
34364,80,70,90,27,NLLB_1.3b
34365,75,80,70,41,Unicamp_T5
34366,75,60,85,38,NLLB_1.3b
34367,85,70,90,25,NLLB_1.3b
34368,80,70,90,22,NLLB_1.3b
34369,80,90,95,33,NLLB_1.3b
34370,65,30,80,30,NLLB_1.3b
34371,90,70,95,21,NLLB_1.3b
34372,85,70,90,35,NLLB_1.3b
34373,80,70,90,34,NLLB_1.3b
34374,80,60,75,19,MarianMT
34375,70,80,90,27,NLLB_1.3b
34376,85,80,90,38,NLLB_1.3b
34377,85,75,90,37,NLLB_1.3b
34378,75,80,90,22,NLLB_1.3b
34379,70,60,80,31,NLLB_1.3b
34380,85,70,90,35,NLLB_1.3b
34381,70,50,80,28,NLLB_1.3b
34382,85,70,90,31,NLLB_1.3b
34383,60,40,70,26,NLLB_1.3b
34384,85,90,80,38,Unicamp_T5
34385,85,75,90,35,NLLB_1.3b
34386,70,40,85,32,NLLB_1.3b
34387,70,50,80,28,NLLB_1.3b
34388,85,70,90,28,NLLB_1.3b
34389,70,50,80,47,NLLB_1.3b
34390,85,60,75,26,MarianMT
34391,85,70,90,29,NLLB_1.3b
34392,75,50,60,27,MarianMT
34393,85,70,90,26,NLLB_1.3b
34394,75,60,85,31,NLLB_1.3b
34395,75,60,85,30,NLLB_1.3b
34396,75,60,80,29,NLLB_1.3b
34397,85,70,90,28,NLLB_1.3b
34398,75,85,90,32,NLLB_1.3b
34399,85,70,90,34,NLLB_1.3b
34400,75,50,90,35,NLLB_1.3b
34401,85,90,80,35,Unicamp_T5
34402,85,75,90,28,NLLB_1.3b
34403,90,70,80,32,MarianMT
34404,85,70,90,24,NLLB_1.3b
34405,75,50,65,22,MarianMT
34406,85,70,90,26,NLLB_1.3b
34407,70,30,85,37,NLLB_1.3b
34408,85,80,90,37,NLLB_1.3b
34409,85,75,90,26,NLLB_1.3b
34410,75,60,85,44,NLLB_1.3b
34411,85,40,95,28,NLLB_1.3b
34412,70,50,80,23,NLLB_1.3b
34413,70,50,85,35,NLLB_1.3b
34414,85,75,90,40,NLLB_1.3b
34415,80,70,85,23,NLLB_1.3b
34416,85,90,95,34,NLLB_1.3b
34417,90,95,85,25,Unicamp_T5
34418,50,60,40,30,Unicamp_T5
34419,88,85,82,22,MarianMT
34420,75,40,85,37,NLLB_1.3b
34421,90,80,90,32,MarianMT
34422,85,90,95,38,NLLB_1.3b
34423,75,60,85,31,NLLB_1.3b
34424,75,80,85,25,NLLB_1.3b
34425,70,55,85,30,NLLB_1.3b
34426,85,70,90,36,NLLB_1.3b
34427,85,80,90,24,NLLB_1.3b
34428,80,70,90,30,NLLB_1.3b
34429,75,50,60,25,MarianMT
34430,75,20,90,39,NLLB_1.3b
34431,90,85,80,21,MarianMT
34432,70,40,85,22,NLLB_1.3b
34433,85,70,90,35,NLLB_1.3b
34434,70,60,80,33,NLLB_1.3b
34435,75,60,90,31,NLLB_1.3b
34436,85,75,80,28,MarianMT
34437,85,75,90,27,NLLB_1.3b
34438,70,50,85,45,NLLB_1.3b
34439,75,90,80,31,Unicamp_T5
34440,85,80,75,24,MarianMT
34441,65,40,80,22,NLLB_1.3b
34442,75,80,90,33,NLLB_1.3b
34443,85,75,90,22,NLLB_1.3b
34444,85,70,90,32,NLLB_1.3b
34445,70,40,80,31,NLLB_1.3b
34446,90,80,95,34,NLLB_1.3b
34447,75,60,80,36,NLLB_1.3b
34448,85,70,90,28,NLLB_1.3b
34449,70,40,50,26,MarianMT
34450,85,75,80,19,MarianMT
34451,85,70,60,45,MarianMT
34452,70,60,80,27,NLLB_1.3b
34453,85,70,90,37,NLLB_1.3b
34454,85,70,90,28,NLLB_1.3b
34455,70,50,80,25,NLLB_1.3b
34456,85,70,80,35,MarianMT
34457,75,60,80,31,NLLB_1.3b
34458,80,60,90,34,NLLB_1.3b
34459,85,70,90,35,NLLB_1.3b
34460,75,80,70,36,Unicamp_T5
34461,85,60,90,22,NLLB_1.3b
34462,85,70,90,30,NLLB_1.3b
34463,50,70,20,23,Unicamp_T5
34464,80,70,90,31,NLLB_1.3b
34465,90,75,95,22,NLLB_1.3b
34466,75,60,85,26,NLLB_1.3b
34467,75,90,85,24,Unicamp_T5
34468,88,82,92,24,NLLB_1.3b
34469,85,90,75,22,Unicamp_T5
34470,80,85,90,26,NLLB_1.3b
34471,90,85,80,26,MarianMT
34472,85,70,90,27,NLLB_1.3b
34473,85,60,95,46,NLLB_1.3b
34474,85,90,95,28,NLLB_1.3b
34475,85,70,90,31,NLLB_1.3b
34476,90,85,100,27,NLLB_1.3b
34477,75,85,90,23,NLLB_1.3b
34478,70,60,80,24,NLLB_1.3b
34479,75,80,90,28,NLLB_1.3b
34480,65,75,80,33,NLLB_1.3b
34481,70,60,50,20,MarianMT
34482,90,85,95,25,NLLB_1.3b
34483,70,45,90,24,NLLB_1.3b
34484,85,90,95,34,NLLB_1.3b
34485,70,80,90,27,NLLB_1.3b
34486,75,60,80,29,NLLB_1.3b
34487,75,60,80,28,NLLB_1.3b
34488,75,60,80,24,NLLB_1.3b
34489,85,75,90,43,NLLB_1.3b
34490,85,70,90,25,NLLB_1.3b
34491,65,50,70,33,NLLB_1.3b
34492,85,90,95,27,NLLB_1.3b
34493,85,70,90,28,NLLB_1.3b
34494,85,90,95,35,NLLB_1.3b
34495,70,60,80,29,NLLB_1.3b
34496,70,60,80,24,NLLB_1.3b
34497,70,60,80,23,NLLB_1.3b
34498,85,60,90,34,NLLB_1.3b
34499,70,60,80,17,NLLB_1.3b
34500,85,75,90,56,NLLB_1.3b
34501,90,80,95,21,NLLB_1.3b
34502,70,60,80,46,NLLB_1.3b
34503,85,70,90,34,NLLB_1.3b
34504,85,70,90,21,NLLB_1.3b
34505,85,70,90,29,NLLB_1.3b
34506,85,70,90,35,NLLB_1.3b
34507,75,80,90,38,NLLB_1.3b
34508,85,75,90,33,NLLB_1.3b
34509,85,75,90,30,NLLB_1.3b
34510,75,0,80,54,NLLB_1.3b
34511,85,70,90,30,NLLB_1.3b
34512,85,70,90,36,NLLB_1.3b
34513,85,70,90,27,NLLB_1.3b
34514,75,50,60,27,MarianMT
34515,75,50,80,31,NLLB_1.3b
34516,85,75,80,29,MarianMT
34517,70,50,85,30,NLLB_1.3b
34518,65,50,80,52,NLLB_1.3b
34519,70,45,60,22,MarianMT
34520,60,75,85,38,NLLB_1.3b
34521,70,40,80,23,NLLB_1.3b
34522,85,60,90,35,NLLB_1.3b
34523,80,70,90,18,NLLB_1.3b
34524,85,90,80,31,Unicamp_T5
34525,85,70,90,26,NLLB_1.3b
34526,70,60,80,41,NLLB_1.3b
34527,85,80,90,33,NLLB_1.3b
34528,85,70,90,24,NLLB_1.3b
34529,85,90,80,51,Unicamp_T5
34530,75,60,50,24,MarianMT
34531,75,80,90,36,NLLB_1.3b
34532,85,72,92,35,NLLB_1.3b
34533,85,90,80,29,Unicamp_T5
34534,85,75,90,33,NLLB_1.3b
34535,70,40,80,27,NLLB_1.3b
34536,85,90,95,30,NLLB_1.3b
34537,75,60,90,29,NLLB_1.3b
34538,75,80,70,28,Unicamp_T5
34539,85,65,75,27,MarianMT
34540,70,80,90,34,NLLB_1.3b
34541,85,75,90,24,NLLB_1.3b
34542,70,80,90,18,NLLB_1.3b
34543,70,60,80,37,NLLB_1.3b
34544,85,75,90,30,NLLB_1.3b
34545,70,45,80,34,NLLB_1.3b
34546,75,50,60,32,MarianMT
34547,90,75,95,28,NLLB_1.3b
34548,70,50,80,20,NLLB_1.3b
34549,85,60,80,17,MarianMT
34550,70,80,60,27,Unicamp_T5
34551,85,70,90,17,NLLB_1.3b
34552,90,75,85,23,MarianMT
34553,70,55,60,25,MarianMT
34554,70,50,80,25,NLLB_1.3b
34555,85,70,90,27,NLLB_1.3b
34556,75,80,85,27,NLLB_1.3b
34557,85,80,90,42,NLLB_1.3b
34558,85,70,90,47,NLLB_1.3b
34559,85,70,90,29,NLLB_1.3b
34560,85,60,90,37,NLLB_1.3b
34561,80,70,90,21,NLLB_1.3b
34562,70,60,50,29,MarianMT
34563,70,50,80,30,NLLB_1.3b
34564,75,50,80,33,NLLB_1.3b
34565,85,75,90,34,NLLB_1.3b
34566,70,85,90,27,NLLB_1.3b
34567,85,70,60,30,MarianMT
34568,75,60,80,40,NLLB_1.3b
34569,90,80,95,56,NLLB_1.3b
34570,95,80,100,32,NLLB_1.3b
34571,85,80,90,32,NLLB_1.3b
34572,70,80,90,35,NLLB_1.3b
34573,80,90,85,35,Unicamp_T5
34574,75,60,85,28,NLLB_1.3b
34575,85,60,90,42,NLLB_1.3b
34576,70,60,50,25,MarianMT
34577,70,60,80,42,NLLB_1.3b
34578,85,70,90,28,NLLB_1.3b
34579,88,92,85,31,Unicamp_T5
34580,85,90,75,25,Unicamp_T5
34581,75,60,80,36,NLLB_1.3b
34582,70,50,60,22,MarianMT
34583,85,75,90,38,NLLB_1.3b
34584,75,40,90,27,NLLB_1.3b
34585,85,70,90,33,NLLB_1.3b
34586,70,60,80,34,NLLB_1.3b
34587,70,50,85,41,NLLB_1.3b
34588,70,50,80,42,NLLB_1.3b
34589,75,60,80,28,NLLB_1.3b
34590,65,50,75,33,NLLB_1.3b
34591,85,70,90,42,NLLB_1.3b
34592,85,70,90,22,NLLB_1.3b
34593,60,40,70,36,NLLB_1.3b
34594,70,40,85,31,NLLB_1.3b
34595,75,85,90,23,NLLB_1.3b
34596,85,75,90,42,NLLB_1.3b
34597,85,70,60,23,MarianMT
34598,85,70,90,29,NLLB_1.3b
34599,85,90,95,38,NLLB_1.3b
34600,75,85,70,48,Unicamp_T5
34601,85,70,60,40,MarianMT
34602,85,90,80,31,Unicamp_T5
34603,70,20,65,31,MarianMT
34604,70,50,80,36,NLLB_1.3b
34605,85,75,90,34,NLLB_1.3b
34606,85,70,90,25,NLLB_1.3b
34607,85,75,90,25,NLLB_1.3b
34608,85,90,75,28,Unicamp_T5
34609,70,20,60,22,MarianMT
34610,85,70,90,29,NLLB_1.3b
34611,70,40,85,32,NLLB_1.3b
34612,75,45,85,22,NLLB_1.3b
34613,85,70,90,43,NLLB_1.3b
34614,85,75,90,30,NLLB_1.3b
34615,85,75,90,42,NLLB_1.3b
34616,85,75,90,32,NLLB_1.3b
34617,85,70,90,41,NLLB_1.3b
34618,90,85,95,35,NLLB_1.3b
34619,80,60,90,32,NLLB_1.3b
34620,60,45,40,24,MarianMT
34621,75,60,85,25,NLLB_1.3b
34622,85,70,90,24,NLLB_1.3b
34623,75,80,85,27,NLLB_1.3b
34624,90,70,95,28,NLLB_1.3b
34625,70,55,80,23,NLLB_1.3b
34626,70,80,90,22,NLLB_1.3b
34627,85,60,90,28,NLLB_1.3b
34628,75,80,85,39,NLLB_1.3b
34629,85,75,90,26,NLLB_1.3b
34630,85,75,90,29,NLLB_1.3b
34631,90,80,95,31,NLLB_1.3b
34632,70,65,85,30,NLLB_1.3b
34633,70,60,80,24,NLLB_1.3b
34634,85,90,80,30,Unicamp_T5
34635,85,70,90,30,NLLB_1.3b
34636,70,85,90,30,NLLB_1.3b
34637,75,60,80,28,NLLB_1.3b
34638,80,70,85,35,NLLB_1.3b
34639,85,75,90,36,NLLB_1.3b
34640,85,75,90,30,NLLB_1.3b
34641,55,40,70,28,NLLB_1.3b
34642,75,70,80,25,NLLB_1.3b
34643,85,80,90,36,NLLB_1.3b
34644,85,70,95,23,NLLB_1.3b
34645,70,40,85,41,NLLB_1.3b
34646,60,75,85,33,NLLB_1.3b
34647,85,70,90,42,NLLB_1.3b
34648,85,70,90,28,NLLB_1.3b
34649,75,60,85,28,NLLB_1.3b
34650,65,80,90,35,NLLB_1.3b
34651,90,75,100,29,NLLB_1.3b
34652,75,60,80,32,NLLB_1.3b
34653,80,70,90,30,NLLB_1.3b
34654,75,50,85,40,NLLB_1.3b
34655,75,60,85,36,NLLB_1.3b
34656,85,70,90,33,NLLB_1.3b
34657,85,90,80,28,Unicamp_T5
34658,85,60,90,37,NLLB_1.3b
34659,85,70,60,31,MarianMT
34660,70,60,80,23,NLLB_1.3b
34661,85,90,80,24,Unicamp_T5
34662,90,85,80,22,MarianMT
34663,65,40,75,25,NLLB_1.3b
34664,75,50,85,40,NLLB_1.3b
34665,85,75,90,35,NLLB_1.3b
34666,85,60,90,34,NLLB_1.3b
34667,60,40,80,28,NLLB_1.3b
34668,55,70,40,28,Unicamp_T5
34669,82,70,90,47,NLLB_1.3b
34670,85,70,90,26,NLLB_1.3b
34671,85,70,60,20,MarianMT
34672,85,80,90,37,NLLB_1.3b
34673,80,70,90,32,NLLB_1.3b
34674,85,70,90,28,NLLB_1.3b
34675,85,70,90,28,NLLB_1.3b
34676,90,70,100,40,NLLB_1.3b
34677,85,75,90,24,NLLB_1.3b
34678,95,80,90,26,MarianMT
34679,85,80,90,29,NLLB_1.3b
34680,70,50,80,26,NLLB_1.3b
34681,85,70,90,31,NLLB_1.3b
34682,70,60,75,29,NLLB_1.3b
34683,85,90,95,51,NLLB_1.3b
34684,85,90,80,24,Unicamp_T5
34685,85,70,90,39,NLLB_1.3b
34686,85,90,95,28,NLLB_1.3b
34687,85,70,90,31,NLLB_1.3b
34688,70,65,80,33,NLLB_1.3b
34689,75,80,85,32,NLLB_1.3b
34690,70,50,80,21,NLLB_1.3b
34691,65,75,45,29,Unicamp_T5
34692,60,50,70,25,NLLB_1.3b
34693,75,80,85,33,NLLB_1.3b
34694,80,60,90,39,NLLB_1.3b
34695,85,70,90,29,NLLB_1.3b
34696,85,75,80,34,MarianMT
34697,85,70,90,37,NLLB_1.3b
34698,85,70,90,43,NLLB_1.3b
34699,65,40,80,22,NLLB_1.3b
34700,85,75,90,45,NLLB_1.3b
34701,85,70,90,34,NLLB_1.3b
34702,85,70,60,30,MarianMT
34703,82,88,75,29,Unicamp_T5
34704,85,70,90,36,NLLB_1.3b
34705,70,50,85,31,NLLB_1.3b
34706,75,50,60,34,MarianMT
34707,87,82,90,37,NLLB_1.3b
34708,85,70,90,44,NLLB_1.3b
34709,70,60,80,22,NLLB_1.3b
34710,75,40,90,36,NLLB_1.3b
34711,90,75,95,23,NLLB_1.3b
34712,60,40,75,26,NLLB_1.3b
34713,75,60,85,38,NLLB_1.3b
34714,70,10,80,23,NLLB_1.3b
34715,85,70,90,36,NLLB_1.3b
34716,75,40,85,30,NLLB_1.3b
34717,70,80,60,23,Unicamp_T5
34718,85,70,90,26,NLLB_1.3b
34719,75,60,85,38,NLLB_1.3b
34720,80,60,85,40,NLLB_1.3b
34721,85,70,90,29,NLLB_1.3b
34722,85,70,90,35,NLLB_1.3b
34723,70,80,60,26,Unicamp_T5
34724,85,70,90,35,NLLB_1.3b
34725,90,85,95,27,NLLB_1.3b
34726,70,50,80,32,NLLB_1.3b
34727,60,40,75,26,NLLB_1.3b
34728,70,20,85,34,NLLB_1.3b
34729,70,60,80,34,NLLB_1.3b
34730,85,90,70,26,Unicamp_T5
34731,75,60,85,26,NLLB_1.3b
34732,85,80,90,29,NLLB_1.3b
34733,55,60,70,24,NLLB_1.3b
34734,60,70,80,33,NLLB_1.3b
34735,70,45,80,62,NLLB_1.3b
34736,85,70,95,32,NLLB_1.3b
34737,90,95,100,26,NLLB_1.3b
34738,85,60,75,28,MarianMT
34739,85,60,95,40,NLLB_1.3b
34740,85,70,65,20,MarianMT
34741,70,40,90,28,NLLB_1.3b
34742,85,90,95,30,NLLB_1.3b
34743,75,50,85,47,NLLB_1.3b
34744,80,70,90,32,NLLB_1.3b
34745,85,75,90,21,NLLB_1.3b
34746,85,75,90,43,NLLB_1.3b
34747,85,80,70,35,MarianMT
34748,85,70,90,23,NLLB_1.3b
34749,75,15,85,31,NLLB_1.3b
34750,75,50,80,37,NLLB_1.3b
34751,70,60,80,26,NLLB_1.3b
34752,70,80,90,34,NLLB_1.3b
34753,85,90,95,39,NLLB_1.3b
34754,85,70,90,26,NLLB_1.3b
34755,70,60,80,31,NLLB_1.3b
34756,65,80,70,28,Unicamp_T5
34757,70,85,75,36,Unicamp_T5
34758,85,70,80,26,MarianMT
34759,85,70,80,40,MarianMT
34760,75,80,60,28,Unicamp_T5
34761,75,80,90,40,NLLB_1.3b
34762,80,70,90,36,NLLB_1.3b
34763,85,60,90,27,NLLB_1.3b
34764,80,65,70,37,MarianMT
34765,80,50,90,36,NLLB_1.3b
34766,75,85,60,32,Unicamp_T5
34767,75,60,85,31,NLLB_1.3b
34768,85,65,90,23,NLLB_1.3b
34769,70,60,80,29,NLLB_1.3b
34770,85,75,90,32,NLLB_1.3b
34771,60,50,70,29,NLLB_1.3b
34772,80,90,85,27,Unicamp_T5
34773,85,70,90,42,NLLB_1.3b
34774,85,50,90,25,NLLB_1.3b
34775,85,70,90,38,NLLB_1.3b
34776,85,75,90,23,NLLB_1.3b
34777,85,70,90,35,NLLB_1.3b
34778,70,50,85,27,NLLB_1.3b
34779,85,70,95,29,NLLB_1.3b
34780,85,60,90,34,NLLB_1.3b
34781,85,60,90,26,NLLB_1.3b
34782,80,70,90,44,NLLB_1.3b
34783,85,70,90,30,NLLB_1.3b
34784,90,85,95,35,NLLB_1.3b
34785,70,30,90,49,NLLB_1.3b
34786,85,70,90,37,NLLB_1.3b
34787,85,70,90,35,NLLB_1.3b
34788,85,75,90,28,NLLB_1.3b
34789,85,75,90,39,NLLB_1.3b
34790,75,60,80,26,NLLB_1.3b
34791,85,75,90,26,NLLB_1.3b
34792,75,50,80,41,NLLB_1.3b
34793,70,60,80,36,NLLB_1.3b
34794,80,90,85,46,Unicamp_T5
34795,85,75,90,34,NLLB_1.3b
34796,90,85,80,37,MarianMT
34797,70,60,80,28,NLLB_1.3b
34798,70,60,85,31,NLLB_1.3b
34799,80,70,90,29,NLLB_1.3b
34800,70,60,80,30,NLLB_1.3b
34801,70,80,90,43,NLLB_1.3b
34802,85,70,90,16,NLLB_1.3b
34803,75,40,85,31,NLLB_1.3b
34804,80,60,90,34,NLLB_1.3b
34805,75,60,85,29,NLLB_1.3b
34806,85,90,80,32,Unicamp_T5
34807,75,40,85,24,NLLB_1.3b
34808,70,80,90,27,NLLB_1.3b
34809,85,70,95,34,NLLB_1.3b
34810,85,70,95,36,NLLB_1.3b
34811,70,40,85,32,NLLB_1.3b
34812,70,40,85,37,NLLB_1.3b
34813,80,50,90,20,NLLB_1.3b
